protein accession	genome accession	contig accession	sequence accession	locus start 1b	locus end 1b	strand	sequence length	feature type	feature index	feature position 1b	error
XP_067052825.1	GCF_036669905.1	NC_090044.1		2894115	2883742	-	10374	ass	1	2107	
XP_067052825.1	GCF_036669905.1	NC_090044.1		2894115	2883742	-	10374	ass	2	3284	
XP_067052825.1	GCF_036669905.1	NC_090044.1		2894115	2883742	-	10374	ass	3	3806	
XP_067052825.1	GCF_036669905.1	NC_090044.1		2894115	2883742	-	10374	ass	4	5074	
XP_067052825.1	GCF_036669905.1	NC_090044.1		2894115	2883742	-	10374	ass	5	6323	
XP_067052825.1	GCF_036669905.1	NC_090044.1		2894115	2883742	-	10374	ass	6	8092	
XP_067054385.1	GCF_036669905.1	NC_090044.1		2923113	2901337	-	21777	dss	1	256	
XP_067054385.1	GCF_036669905.1	NC_090044.1		2923113	2901337	-	21777	dss	2	1239	
XP_067054385.1	GCF_036669905.1	NC_090044.1		2923113	2901337	-	21777	dss	3	2541	
XP_067054385.1	GCF_036669905.1	NC_090044.1		2923113	2901337	-	21777	dss	4	3103	
XP_067054385.1	GCF_036669905.1	NC_090044.1		2923113	2901337	-	21777	dss	5	18847	
XP_067054385.1	GCF_036669905.1	NC_090044.1		2923113	2901337	-	21777	dss	6	19422	
XP_067054385.1	GCF_036669905.1	NC_090044.1		2923113	2901337	-	21777	ass	1	1176	
XP_067054385.1	GCF_036669905.1	NC_090044.1		2923113	2901337	-	21777	ass	2	2434	
XP_067054385.1	GCF_036669905.1	NC_090044.1		2923113	2901337	-	21777	ass	3	2939	
XP_067054385.1	GCF_036669905.1	NC_090044.1		2923113	2901337	-	21777	ass	4	18773	
XP_067054385.1	GCF_036669905.1	NC_090044.1		2923113	2901337	-	21777	ass	5	19345	
XP_067054385.1	GCF_036669905.1	NC_090044.1		2923113	2901337	-	21777	ass	6	20406	
XP_067054909.1	GCF_036669905.1	NC_090044.1		3010985	2996483	-	14503	dss	1	237	
XP_067054909.1	GCF_036669905.1	NC_090044.1		3010985	2996483	-	14503	dss	2	1220	
XP_067054909.1	GCF_036669905.1	NC_090044.1		3010985	2996483	-	14503	dss	3	2571	
XP_067054909.1	GCF_036669905.1	NC_090044.1		3010985	2996483	-	14503	dss	4	3133	
XP_067054909.1	GCF_036669905.1	NC_090044.1		3010985	2996483	-	14503	dss	5	9193	
XP_067054909.1	GCF_036669905.1	NC_090044.1		3010985	2996483	-	14503	dss	6	9774	
XP_067054909.1	GCF_036669905.1	NC_090044.1		3010985	2996483	-	14503	ass	1	1157	
XP_067054909.1	GCF_036669905.1	NC_090044.1		3010985	2996483	-	14503	ass	2	2464	
XP_067054909.1	GCF_036669905.1	NC_090044.1		3010985	2996483	-	14503	ass	3	2969	
XP_067054909.1	GCF_036669905.1	NC_090044.1		3010985	2996483	-	14503	ass	4	9119	
XP_067054909.1	GCF_036669905.1	NC_090044.1		3010985	2996483	-	14503	ass	5	9697	
XP_067054909.1	GCF_036669905.1	NC_090044.1		3010985	2996483	-	14503	ass	6	12763	
XP_067055528.1	GCF_036669905.1	NC_090036.1		27406997	27414336	+	7340	dss	1	406	
XP_067055528.1	GCF_036669905.1	NC_090036.1		27406997	27414336	+	7340	ass	1	2885	
XP_067056671.1	GCF_036669905.1	NC_090045.1		36984552	36971934	-	12619	dss	1	5246	
XP_067056671.1	GCF_036669905.1	NC_090045.1		36984552	36971934	-	12619	dss	2	6016	
XP_067056671.1	GCF_036669905.1	NC_090045.1		36984552	36971934	-	12619	dss	3	8439	
XP_067056671.1	GCF_036669905.1	NC_090045.1		36984552	36971934	-	12619	dss	4	9378	
XP_067056671.1	GCF_036669905.1	NC_090045.1		36984552	36971934	-	12619	dss	5	9851	
XP_067056671.1	GCF_036669905.1	NC_090045.1		36984552	36971934	-	12619	ass	1	5956	
XP_067056671.1	GCF_036669905.1	NC_090045.1		36984552	36971934	-	12619	ass	2	8335	
XP_067056671.1	GCF_036669905.1	NC_090045.1		36984552	36971934	-	12619	ass	3	9214	
XP_067056671.1	GCF_036669905.1	NC_090045.1		36984552	36971934	-	12619	ass	4	9684	
XP_067056671.1	GCF_036669905.1	NC_090045.1		36984552	36971934	-	12619	ass	5	10722	
XP_067056672.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	dss	1	3274	
XP_067056672.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	dss	2	4115	
XP_067056672.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	dss	3	5022	
XP_067056672.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	dss	4	5365	
XP_067056672.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	dss	5	6509	
XP_067056672.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	dss	6	6752	
XP_067056672.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	ass	1	4064	
XP_067056672.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	ass	2	4918	
XP_067056672.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	ass	3	5201	
XP_067056672.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	ass	4	6432	
XP_067056672.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	ass	5	6663	
XP_067056672.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	ass	6	7506	
XP_067056673.1	GCF_036669905.1	NC_090045.1		36966072	36957877	-	8196	dss	1	2012	
XP_067056673.1	GCF_036669905.1	NC_090045.1		36966072	36957877	-	8196	dss	2	2853	
XP_067056673.1	GCF_036669905.1	NC_090045.1		36966072	36957877	-	8196	dss	3	3760	
XP_067056673.1	GCF_036669905.1	NC_090045.1		36966072	36957877	-	8196	dss	4	4103	
XP_067056673.1	GCF_036669905.1	NC_090045.1		36966072	36957877	-	8196	dss	5	5247	
XP_067056673.1	GCF_036669905.1	NC_090045.1		36966072	36957877	-	8196	dss	6	5490	
XP_067056673.1	GCF_036669905.1	NC_090045.1		36966072	36957877	-	8196	ass	1	2802	
XP_067056673.1	GCF_036669905.1	NC_090045.1		36966072	36957877	-	8196	ass	2	3656	
XP_067056673.1	GCF_036669905.1	NC_090045.1		36966072	36957877	-	8196	ass	3	3939	
XP_067056673.1	GCF_036669905.1	NC_090045.1		36966072	36957877	-	8196	ass	4	5170	
XP_067056673.1	GCF_036669905.1	NC_090045.1		36966072	36957877	-	8196	ass	5	5401	
XP_067056673.1	GCF_036669905.1	NC_090045.1		36966072	36957877	-	8196	ass	6	6244	
XP_067056674.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	dss	1	3274	
XP_067056674.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	dss	2	4115	
XP_067056674.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	dss	3	5022	
XP_067056674.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	dss	4	5365	
XP_067056674.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	dss	5	6509	
XP_067056674.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	dss	6	6752	
XP_067056674.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	ass	1	4064	
XP_067056674.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	ass	2	4918	
XP_067056674.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	ass	3	5201	
XP_067056674.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	ass	4	6432	
XP_067056674.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	ass	5	6663	
XP_067056674.1	GCF_036669905.1	NC_090045.1		36967334	36957877	-	9458	ass	6	7506	
XP_067056675.1	GCF_036669905.1	NC_090045.1		36967335	36957877	-	9459	dss	1	3275	
XP_067056675.1	GCF_036669905.1	NC_090045.1		36967335	36957877	-	9459	dss	2	4116	
XP_067056675.1	GCF_036669905.1	NC_090045.1		36967335	36957877	-	9459	dss	3	5023	
XP_067056675.1	GCF_036669905.1	NC_090045.1		36967335	36957877	-	9459	dss	4	5366	
XP_067056675.1	GCF_036669905.1	NC_090045.1		36967335	36957877	-	9459	dss	5	6510	
XP_067056675.1	GCF_036669905.1	NC_090045.1		36967335	36957877	-	9459	dss	6	6753	
XP_067056675.1	GCF_036669905.1	NC_090045.1		36967335	36957877	-	9459	ass	1	4065	
XP_067056675.1	GCF_036669905.1	NC_090045.1		36967335	36957877	-	9459	ass	2	4919	
XP_067056675.1	GCF_036669905.1	NC_090045.1		36967335	36957877	-	9459	ass	3	5202	
XP_067056675.1	GCF_036669905.1	NC_090045.1		36967335	36957877	-	9459	ass	4	6433	
XP_067056675.1	GCF_036669905.1	NC_090045.1		36967335	36957877	-	9459	ass	5	6664	
XP_067056675.1	GCF_036669905.1	NC_090045.1		36967335	36957877	-	9459	ass	6	7507	
XP_067057954.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	dss	1	1111	
XP_067057954.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	dss	2	3467	
XP_067057954.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	dss	3	3937	
XP_067057954.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	dss	4	85156	
XP_067057954.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	dss	5	88307	
XP_067057954.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	dss	6	88748	
XP_067057954.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	ass	1	3404	
XP_067057954.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	ass	2	3833	
XP_067057954.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	ass	3	84992	
XP_067057954.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	ass	4	88230	
XP_067057954.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	ass	5	88659	
XP_067057954.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	ass	6	89812	
XP_067057955.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	dss	1	17024	
XP_067057955.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	dss	2	19020	
XP_067057955.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	dss	3	19487	
XP_067057955.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	dss	4	21887	
XP_067057955.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	dss	5	25038	
XP_067057955.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	dss	6	25479	
XP_067057955.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	ass	1	18957	
XP_067057955.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	ass	2	19383	
XP_067057955.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	ass	3	21723	
XP_067057955.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	ass	4	24961	
XP_067057955.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	ass	5	25390	
XP_067057955.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	ass	6	26543	
XP_067057956.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	dss	1	1111	
XP_067057956.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	dss	2	3467	
XP_067057956.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	dss	3	3937	
XP_067057956.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	dss	4	85156	
XP_067057956.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	dss	5	88307	
XP_067057956.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	dss	6	88748	
XP_067057956.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	ass	1	3404	
XP_067057956.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	ass	2	3833	
XP_067057956.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	ass	3	84992	
XP_067057956.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	ass	4	88230	
XP_067057956.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	ass	5	88659	
XP_067057956.1	GCF_036669905.1	NC_090045.1		36441910	36536634	+	94725	ass	6	89812	
XP_067057957.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	1	51079	
XP_067057957.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	2	53075	
XP_067057957.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	3	53542	
XP_067057957.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	4	55942	
XP_067057957.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	5	59093	
XP_067057957.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	6	59534	
XP_067057957.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	1	53012	
XP_067057957.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	2	53438	
XP_067057957.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	3	55778	
XP_067057957.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	4	59016	
XP_067057957.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	5	59445	
XP_067057957.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	6	60598	
XP_067057958.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	1	51079	
XP_067057958.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	2	53075	
XP_067057958.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	3	53542	
XP_067057958.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	4	55942	
XP_067057958.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	5	59093	
XP_067057958.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	6	59534	
XP_067057958.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	1	53012	
XP_067057958.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	2	53438	
XP_067057958.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	3	55778	
XP_067057958.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	4	59016	
XP_067057958.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	5	59445	
XP_067057958.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	6	60598	
XP_067057959.1	GCF_036669905.1	NC_090045.1		36514347	36536634	+	22288	dss	1	7856	
XP_067057959.1	GCF_036669905.1	NC_090045.1		36514347	36536634	+	22288	dss	2	9852	
XP_067057959.1	GCF_036669905.1	NC_090045.1		36514347	36536634	+	22288	dss	3	10319	
XP_067057959.1	GCF_036669905.1	NC_090045.1		36514347	36536634	+	22288	dss	4	12719	
XP_067057959.1	GCF_036669905.1	NC_090045.1		36514347	36536634	+	22288	dss	5	15870	
XP_067057959.1	GCF_036669905.1	NC_090045.1		36514347	36536634	+	22288	dss	6	16311	
XP_067057959.1	GCF_036669905.1	NC_090045.1		36514347	36536634	+	22288	ass	1	9789	
XP_067057959.1	GCF_036669905.1	NC_090045.1		36514347	36536634	+	22288	ass	2	10215	
XP_067057959.1	GCF_036669905.1	NC_090045.1		36514347	36536634	+	22288	ass	3	12555	
XP_067057959.1	GCF_036669905.1	NC_090045.1		36514347	36536634	+	22288	ass	4	15793	
XP_067057959.1	GCF_036669905.1	NC_090045.1		36514347	36536634	+	22288	ass	5	16222	
XP_067057959.1	GCF_036669905.1	NC_090045.1		36514347	36536634	+	22288	ass	6	17375	
XP_067057960.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	dss	1	20460	
XP_067057960.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	dss	2	22456	
XP_067057960.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	dss	3	22923	
XP_067057960.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	dss	4	25323	
XP_067057960.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	dss	5	28474	
XP_067057960.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	dss	6	28915	
XP_067057960.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	ass	1	22393	
XP_067057960.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	ass	2	22819	
XP_067057960.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	ass	3	25159	
XP_067057960.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	ass	4	28397	
XP_067057960.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	ass	5	28826	
XP_067057960.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	ass	6	29979	
XP_067057961.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	dss	1	24359	
XP_067057961.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	dss	2	26355	
XP_067057961.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	dss	3	26822	
XP_067057961.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	dss	4	29222	
XP_067057961.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	dss	5	32373	
XP_067057961.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	dss	6	32814	
XP_067057961.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	ass	1	26292	
XP_067057961.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	ass	2	26718	
XP_067057961.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	ass	3	29058	
XP_067057961.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	ass	4	32296	
XP_067057961.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	ass	5	32725	
XP_067057961.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	ass	6	33878	
XP_067057962.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	dss	1	17024	
XP_067057962.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	dss	2	19020	
XP_067057962.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	dss	3	19487	
XP_067057962.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	dss	4	21887	
XP_067057962.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	dss	5	25038	
XP_067057962.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	dss	6	25479	
XP_067057962.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	ass	1	18957	
XP_067057962.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	ass	2	19383	
XP_067057962.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	ass	3	21723	
XP_067057962.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	ass	4	24961	
XP_067057962.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	ass	5	25390	
XP_067057962.1	GCF_036669905.1	NC_090045.1		36505179	36536634	+	31456	ass	6	26543	
XP_067057963.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	1	51079	
XP_067057963.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	2	53075	
XP_067057963.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	3	53542	
XP_067057963.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	4	55942	
XP_067057963.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	5	59093	
XP_067057963.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	6	59534	
XP_067057963.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	1	53012	
XP_067057963.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	2	53438	
XP_067057963.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	3	55778	
XP_067057963.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	4	59016	
XP_067057963.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	5	59445	
XP_067057963.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	6	60598	
XP_067057964.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	1	51079	
XP_067057964.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	2	53075	
XP_067057964.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	3	53542	
XP_067057964.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	4	55942	
XP_067057964.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	5	59093	
XP_067057964.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	dss	6	59534	
XP_067057964.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	1	53012	
XP_067057964.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	2	53438	
XP_067057964.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	3	55778	
XP_067057964.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	4	59016	
XP_067057964.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	5	59445	
XP_067057964.1	GCF_036669905.1	NC_090045.1		36471124	36536634	+	65511	ass	6	60598	
XP_067057965.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	dss	1	20460	
XP_067057965.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	dss	2	22456	
XP_067057965.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	dss	3	22923	
XP_067057965.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	dss	4	25323	
XP_067057965.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	dss	5	28474	
XP_067057965.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	dss	6	28915	
XP_067057965.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	ass	1	22393	
XP_067057965.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	ass	2	22819	
XP_067057965.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	ass	3	25159	
XP_067057965.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	ass	4	28397	
XP_067057965.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	ass	5	28826	
XP_067057965.1	GCF_036669905.1	NC_090045.1		36501743	36536634	+	34892	ass	6	29979	
XP_067057966.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	dss	1	24359	
XP_067057966.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	dss	2	26355	
XP_067057966.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	dss	3	26822	
XP_067057966.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	dss	4	29222	
XP_067057966.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	dss	5	32373	
XP_067057966.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	dss	6	32814	
XP_067057966.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	ass	1	26292	
XP_067057966.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	ass	2	26718	
XP_067057966.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	ass	3	29058	
XP_067057966.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	ass	4	32296	
XP_067057966.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	ass	5	32725	
XP_067057966.1	GCF_036669905.1	NC_090045.1		36497844	36536634	+	38791	ass	6	33878	
XP_067057971.1	GCF_036669905.1	NC_090045.1		36577557	36614423	+	36867	dss	1	144	
XP_067057971.1	GCF_036669905.1	NC_090045.1		36577557	36614423	+	36867	dss	2	27381	
XP_067057971.1	GCF_036669905.1	NC_090045.1		36577557	36614423	+	36867	dss	3	27570	
XP_067057971.1	GCF_036669905.1	NC_090045.1		36577557	36614423	+	36867	dss	4	28358	
XP_067057971.1	GCF_036669905.1	NC_090045.1		36577557	36614423	+	36867	dss	5	28864	
XP_067057971.1	GCF_036669905.1	NC_090045.1		36577557	36614423	+	36867	dss	6	31317	
XP_067057971.1	GCF_036669905.1	NC_090045.1		36577557	36614423	+	36867	dss	7	33070	
XP_067057971.1	GCF_036669905.1	NC_090045.1		36577557	36614423	+	36867	dss	8	34506	
XP_067057971.1	GCF_036669905.1	NC_090045.1		36577557	36614423	+	36867	ass	1	27361	
XP_067057971.1	GCF_036669905.1	NC_090045.1		36577557	36614423	+	36867	ass	2	27509	
XP_067057971.1	GCF_036669905.1	NC_090045.1		36577557	36614423	+	36867	ass	3	28301	
XP_067057971.1	GCF_036669905.1	NC_090045.1		36577557	36614423	+	36867	ass	4	28760	
XP_067057971.1	GCF_036669905.1	NC_090045.1		36577557	36614423	+	36867	ass	5	31153	
XP_067057971.1	GCF_036669905.1	NC_090045.1		36577557	36614423	+	36867	ass	6	32993	
XP_067057971.1	GCF_036669905.1	NC_090045.1		36577557	36614423	+	36867	ass	7	34417	
XP_067057971.1	GCF_036669905.1	NC_090045.1		36577557	36614423	+	36867	ass	8	35122	
XP_067057972.1	GCF_036669905.1	NC_090045.1		36590841	36614423	+	23583	dss	1	363	
XP_067057972.1	GCF_036669905.1	NC_090045.1		36590841	36614423	+	23583	dss	2	14097	
XP_067057972.1	GCF_036669905.1	NC_090045.1		36590841	36614423	+	23583	dss	3	14286	
XP_067057972.1	GCF_036669905.1	NC_090045.1		36590841	36614423	+	23583	dss	4	15074	
XP_067057972.1	GCF_036669905.1	NC_090045.1		36590841	36614423	+	23583	dss	5	15580	
XP_067057972.1	GCF_036669905.1	NC_090045.1		36590841	36614423	+	23583	dss	6	18033	
XP_067057972.1	GCF_036669905.1	NC_090045.1		36590841	36614423	+	23583	dss	7	19786	
XP_067057972.1	GCF_036669905.1	NC_090045.1		36590841	36614423	+	23583	dss	8	21222	
XP_067057972.1	GCF_036669905.1	NC_090045.1		36590841	36614423	+	23583	ass	1	14077	
XP_067057972.1	GCF_036669905.1	NC_090045.1		36590841	36614423	+	23583	ass	2	14225	
XP_067057972.1	GCF_036669905.1	NC_090045.1		36590841	36614423	+	23583	ass	3	15017	
XP_067057972.1	GCF_036669905.1	NC_090045.1		36590841	36614423	+	23583	ass	4	15476	
XP_067057972.1	GCF_036669905.1	NC_090045.1		36590841	36614423	+	23583	ass	5	17869	
XP_067057972.1	GCF_036669905.1	NC_090045.1		36590841	36614423	+	23583	ass	6	19709	
XP_067057972.1	GCF_036669905.1	NC_090045.1		36590841	36614423	+	23583	ass	7	21133	
XP_067057972.1	GCF_036669905.1	NC_090045.1		36590841	36614423	+	23583	ass	8	21838	
XP_067057973.1	GCF_036669905.1	NC_090045.1		36596609	36614423	+	17815	dss	1	8518	
XP_067057973.1	GCF_036669905.1	NC_090045.1		36596609	36614423	+	17815	dss	2	9306	
XP_067057973.1	GCF_036669905.1	NC_090045.1		36596609	36614423	+	17815	dss	3	9812	
XP_067057973.1	GCF_036669905.1	NC_090045.1		36596609	36614423	+	17815	dss	4	12265	
XP_067057973.1	GCF_036669905.1	NC_090045.1		36596609	36614423	+	17815	dss	5	14018	
XP_067057973.1	GCF_036669905.1	NC_090045.1		36596609	36614423	+	17815	dss	6	15454	
