model	threshold	score_type	profile_type	F-measure	nseq	nseq_used	alen	mlen	eff_nseq	re/pos	definition
K21590	962.07	full	all	1.000000	3	3	414	414	0.39	0.594	2-acylphloroglucinol 4-prenyltransferase [EC:2.5.1.136]
K21591	400.73	domain	all	0.457952	113	74	948	408	5.27	0.590	teichoic acid glycerol-phosphate transferase [EC:2.7.8.45]
K21592	519.13	domain	all	0.925811	33	29	433	386	1.08	0.590	teichoic acid ribitol-phosphate primase [EC:2.7.8.46]
K21593	-	-	-	-	1	1	474	474	0.39	0.593	melamine deaminase [EC:3.5.4.45]
K21594	1068.10	full	all	0.847604	1396	1358	4225	1020	2.12	0.590	translation factor GUF1, mitochondrial [EC:3.6.5.-]
K21595	97.23	full	all	0.996571	450	440	3919	851	4.58	0.590	calcium-responsive transcription factor
K21596	113.10	domain	all	0.998779	2492	2458	17539	1019	4.32	0.590	calmodulin-binding transcription activator
K21597	180.57	domain	all	1.000000	16	15	1564	611	1.75	0.590	cell wall integrity transcriptional regulator CAS5
K21598	47.10	full	all	0.998610	1122	1078	4516	538	2.75	0.590	chorion-specific transcription factor GCM
K21599	131.53	full	all	1.000000	762	740	2683	440	4.75	0.590	circadian-associated transcriptional repressor
K21600	85.47	domain	all	0.950915	4673	3791	1483	195	12.64	0.590	CsoR family transcriptional regulator, copper-sensing transcriptional repressor
K21601	146.70	full	all	0.971940	129	94	458	197	2.42	0.590	DeoR family transcriptional regulator, copper-sensing transcriptional repressor
K21602	288.33	full	all	0.931877	410	232	384	267	2.39	0.590	IclR family transcriptional regulator, carbohydrate utilization repressor
K21603	276.77	full	all	0.997904	352	241	352	223	0.84	0.589	two-component system, OmpR family, flagellar system response regulator FtcR
K21604	721.57	full	trim	0.907386	598	568	1127	500	1.06	0.588	jasmonoyl-L-amino acid hydrolase [EC:3.5.1.127]
K21605	-	-	-	-	2	1	408	408	0.37	0.592	2-acyl-4-prenylphloroglucinol 6-prenyltransferase [EC:2.5.1.137]
K21606	1266.97	domain	trim	0.912856	222	187	2420	984	1.94	0.590	endo-chitodextinase [EC:3.2.1.202]
K21607	396.93	full	all	0.938925	259	238	485	319	1.19	0.589	tetrachlorobenzoquinone reductase [EC:1.1.1.404]
K21608	33.53	full	all	0.991227	156	115	324	171	5.51	0.590	lipoprotein LpqS
K21609	72.30	full	all	1.000000	56	33	75	48	1.31	1.152	metallothionein
K21610	398.33	full	all	0.986395	86	76	311	265	0.69	0.588	Ni-sirohydrochlorin a,c-diamide reductive cyclase subunit CfbC [EC:6.3.3.7]
K21611	427.90	full	all	1.000000	136	125	531	362	0.94	0.589	Ni-sirohydrochlorin a,c-diamide reductive cyclase subunit CfbD [EC:6.3.3.7]
K21612	194.00	full	all	1.000000	131	126	1078	460	2.70	0.590	coenzyme F430 synthetase [EC:6.4.1.9]
K21613	475.37	full	all	0.997602	264	211	547	388	0.94	0.590	N-acetylcysteine deacetylase [EC:3.5.1.-]
K21614	158.03	full	all	0.866667	7	6	313	275	1.17	0.590	L-proline cis-4-hydroxylase [EC:1.14.11.56]
K21615	268.93	full	all	0.971793	202	186	448	262	1.97	0.590	L-proline 4-hydroxylase [EC:1.14.11.57]
K21616	456.40	full	all	0.988506	51	47	358	336	0.86	0.591	D-altritol 5-dehydrogenase [EC:1.1.1.407]
K21617	561.50	full	all	1.000000	51	51	373	368	0.73	0.589	4-hydroxyproline betaine 2-epimerase [EC:5.1.1.22]
K21618	779.27	domain	all	0.947329	213	209	2179	670	1.02	0.589	(R)-2-hydroxyglutarate---pyruvate transhydrogenase [EC:1.1.99.40]
K21619	198.47	full	all	1.000000	212	197	755	457	3.15	0.590	tagaturonate epimerase [EC:5.1.2.7]
K21620	288.27	domain	all	0.742232	587	521	383	259	1.34	0.591	galactitol 2-dehydrogenase [EC:1.1.1.16]
K21621	397.20	full	all	0.934087	346	256	541	314	2.17	0.590	tagatose kinase [EC:2.7.1.101]
K21622	622.10	full	all	0.902519	163	151	524	426	0.90	0.589	D-tagatose 6-phosphate 4-epimerase [EC:5.1.3.40]
K21623	881.73	full	all	0.866667	9	9	433	423	0.50	0.593	L-cystine beta-lyase [EC:4.4.1.35]
K21624	422.20	full	all	0.979082	238	222	442	367	2.14	0.590	cis-L-3-hydroxyproline dehydratase [EC:4.2.1.171]
K21625	283.53	full	all	0.978542	607	569	3470	762	4.03	0.590	cyclin-D-binding Myb-like transcription factor 1
K21626	65.20	full	all	0.999379	833	809	2021	439	7.97	0.590	cyclin-D1-binding protein 1
K21627	232.33	full	all	1.000000	39	38	2326	856	2.53	0.590	protein IFH1
K21628	185.83	full	all	1.000000	19	19	1080	497	1.81	0.590	G1-specific transcription factors activator MSA1
K21629	-	-	-	-	2	2	363	363	0.43	0.588	G1-specific transcription factors activator MSA2
K21630	101.07	full	all	0.993152	375	365	2308	432	5.85	0.590	GATA-type zinc finger protein 1
K21631	62.70	full	all	0.994492	463	452	3628	521	8.80	0.590	Gti1/Pac2 family transcription factor
K21632	124.10	full	all	0.995305	111	109	2306	681	4.67	0.590	white-opaque regulator 2
K21633	155.10	full	all	1.000000	16	16	664	309	1.61	0.589	zinc cluster transcription factor CZF1
K21634	523.40	domain	trim	0.984546	427	393	2108	638	1.87	0.590	ubiquitin carboxyl-terminal hydrolase 21 [EC:3.4.19.12]
K21635	1769.97	domain	all	0.924766	641	636	4039	1311	1.25	0.590	jagged-2
K21636	140.17	full	all	0.946621	3998	3344	7929	855	6.04	0.590	ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6]
K21637	145.73	full	all	1.000000	142	46	171	127	0.81	0.592	anti-adapter protein IraD
K21638	75.67	full	all	0.992157	236	129	196	116	2.43	0.590	anti-adapter protein IraM
K21639	435.97	domain	all	0.317544	9	7	619	490	1.16	0.590	L-arginine oxidase [EC:1.4.3.25]
K21640	322.97	domain	all	1.000000	62	52	322	253	0.89	0.591	global nitrogen regulator NrpRII
K21641	209.77	full	all	1.000000	37	37	3016	933	3.07	0.590	glucose transport transcription regulator RGT1
K21642	164.50	full	all	1.000000	162	159	2740	566	5.52	0.590	transcriptional repressor OPI1
K21643	184.70	full	all	0.993901	676	654	4944	685	4.21	0.590	HMG box transcription factor BBX
K21644	137.10	domain	all	0.999248	706	664	3049	704	3.90	0.590	HMG box transcription factor 1
K21645	170.60	domain	all	0.998514	2137	1685	972	375	4.74	0.590	LysR family transcriptional regulator, hypochlorite-specific transcription factor HypT
K21646	639.90	full	all	1.000000	20	20	2336	953	1.34	0.591	glycolytic genes transcriptional activator GCR1
K21647	386.40	full	all	1.000000	69	58	1016	436	1.50	0.591	tetrachloroethene reductive dehalogenase [EC:1.21.99.5]
K21648	-	-	-	-	7	1	74	74	0.50	0.761	tetrachloroethene reductive dehalogenase membrane anchor
K21649	-	-	-	-	1	1	550	550	0.39	0.586	KSHV complement control protein
K21650	-	-	-	-	1	1	691	691	0.39	0.586	KSHV transcription activator ORF50
K21651	-	-	-	-	1	1	489	489	0.38	0.588	KSHV signal transducing membrane protein
K21652	-	-	-	-	1	1	566	566	0.38	0.589	KSHV interferon regulatory factor-like protein 3
K21653	-	-	-	-	1	1	449	449	0.37	0.590	KSHV interferon regulatory factor-like protein 1
K21654	-	-	-	-	1	1	680	680	0.38	0.586	KSHV interferon regulatory factor-like protein 2
K21655	-	-	-	-	1	1	286	286	0.39	0.586	KSHV E3 SUMO-protein ligase K-bZIP
K21656	-	-	-	-	1	1	60	60	0.59	0.936	KSHV protein K12
K21657	-	-	-	-	1	1	94	94	0.38	0.603	KSHV macrophage inflammatory protein 2
K21658	-	-	-	-	1	1	114	114	0.36	0.593	KSHV protein vCCL3
K21659	-	-	-	-	1	1	95	95	0.38	0.608	KSHV protein K6
K21660	-	-	-	-	1	1	175	175	0.39	0.594	KSHV apoptosis regulator BCL2 homolog
K21661	-	-	-	-	1	1	126	126	0.37	0.589	KSHV inhibitor of apoptosis protein
K21662	-	-	-	-	1	1	188	188	0.39	0.592	KSHV FLICE inhibitory protein
K21663	-	-	-	-	1	1	257	257	0.40	0.594	KSHV cyclin homolog
K21664	-	-	-	-	1	1	1129	1129	0.41	0.594	KSHV latency-associated nuclear antigen
K21665	-	-	-	-	1	1	322	322	0.37	0.593	KSHV E3 ubiquitin-protein ligase MIR1 [EC:2.3.2.36]
K21666	-	-	-	-	1	1	256	256	0.37	0.588	KSHV E3 ubiquitin-protein ligase MIR2 [EC:2.3.2.36]
K21667	-	-	-	-	1	1	342	342	0.37	0.587	KSHV G-protein coupled receptor
K21668	113.43	domain	all	0.990024	812	806	3545	528	7.30	0.590	cell surface glycoprotein CD200 receptor
K21669	-	-	-	-	1	1	279	279	0.38	0.593	KSHV protein K1
K21670	-	-	-	-	1	1	204	204	0.36	0.589	KSHV interleukin 6
K21671	273.03	full	all	1.000000	21	21	1087	489	1.56	0.590	glycolytic genes transcriptional activator GCR2
K21672	308.67	full	all	1.000000	141	125	433	345	1.09	0.591	2,4-diaminopentanoate dehydrogenase [EC:1.4.1.12 1.4.1.26]
K21673	-	-	-	-	1	1	791	791	0.39	0.595	caffeine dehydrogenase subunit alpha [EC:1.17.5.2]
K21674	-	-	-	-	1	1	295	295	0.39	0.593	caffeine dehydrogenase subunit beta [EC:1.17.5.2]
K21675	-	-	-	-	1	1	167	167	0.39	0.588	caffeine dehydrogenase subunit gamma [EC:1.17.5.2]
K21676	739.77	full	all	0.800000	6	6	734	690	0.71	0.591	lupanine 17-hydroxylase (cytochrome c) [EC:1.17.2.2]
K21677	269.50	full	all	0.933316	803	764	1812	783	3.86	0.590	hydroxysqualene dehydroxylase [EC:1.17.8.1]
K21678	320.73	domain	all	0.972530	445	368	756	352	2.69	0.590	presqualene diphosphate synthase [EC:2.5.1.103]
K21679	218.30	domain	all	0.997980	276	250	788	451	2.52	0.591	hydroxysqualene synthase [EC:4.2.3.156]
K21680	689.23	full	all	0.933333	12	9	341	341	0.48	0.594	ribulose-5-phosphate 2-dehydrogenase [EC:1.1.1.137]
K21681	359.27	full	trim	0.989849	259	241	700	464	1.19	0.590	ribitol-5-phosphate 2-dehydrogenase (NADP+) / D-ribitol-5-phosphate cytidylyltransferase [EC:1.1.1.405 2.7.7.40]
K21682	2231.63	full	all	1.000000	5	5	2054	1822	0.65	0.588	pyruvate dehydrogenase (NADP+) [EC:1.2.1.51]
K21683	-	-	-	-	2	2	548	548	0.39	0.589	4-methyl-5-nitrocatechol 5-monooxygenase [EC:1.14.13.210]
K21684	716.83	full	all	0.945419	31	30	733	523	0.94	0.592	salicyloyl-CoA 5-hydroxylase [EC:1.14.13.209]
K21685	115.10	domain	all	0.995502	765	670	967	302	4.30	0.590	LuxR family transcriptional regulator, regulator of acetate metabolism
K21686	423.17	full	trim	0.490854	1756	1597	1795	556	5.34	0.590	XRE family transcriptional regulator, fatty acid utilization regulator
K21687	171.90	full	all	0.844231	1702	1535	3691	269	8.59	0.590	resuscitation-promoting factor RpfA
K21688	169.40	domain	all	0.962650	1229	1082	3103	456	6.83	0.590	resuscitation-promoting factor RpfB
K21689	173.43	full	all	0.876253	206	145	315	146	1.69	0.590	resuscitation-promoting factor RpfC
K21690	173.77	full	all	0.962963	52	16	175	129	0.74	0.591	resuscitation-promoting factor RpfD
K21691	194.67	domain	all	0.720145	385	294	800	207	4.58	0.590	resuscitation-promoting factor RpfE
K21692	-	-	-	-	2	2	526	526	0.39	0.595	methyltetrahydroprotoberberine 14-monooxygenase [EC:1.14.14.97]
K21693	1100.13	full	all	1.000000	4	4	544	539	0.43	0.591	protopine 6-monooxygenase [EC:1.14.14.98]
K21694	68.80	full	all	1.000000	139	125	181	98	2.13	0.590	N(2)-fixation sustaining protein CowN
K21695	41.50	full	all	0.998742	882	398	179	87	3.88	0.654	protein AaeX
K21696	183.40	full	all	0.988506	49	45	493	263	1.77	0.590	LytTR family transcriptional regulator, CO-responsive transcriptional regulator RcoM
K21697	240.00	domain	all	0.974359	63	21	290	261	1.09	0.591	LuxR family transcriptional regulator, quorum-sensing system regulator VjbR
K21698	283.90	full	all	0.986653	686	386	468	295	2.75	0.590	LysR family transcriptional regulator, transcriptional activator for aaeXAB operon
K21699	208.90	full	all	0.999414	1029	853	623	313	2.67	0.590	LysR family transcriptional regulator, transcriptional activator for bauABCD operon
K21700	68.73	full	all	0.996217	455	397	220	115	2.45	0.590	beta-alanine degradation protein BauB
K21701	338.37	domain	all	0.952662	513	487	1617	585	7.31	0.590	AraC family transcriptional regulator, transcriptional activator for feuABC-ybbA operon
K21702	566.30	full	all	1.000000	3	3	254	254	0.41	0.592	galactitol 2-dehydrogenase (L-tagatose-forming) [EC:1.1.1.406]
K21703	395.50	domain	trim	0.686985	1665	1524	968	415	7.70	0.590	LysR family transcriptional regulator, low CO2-responsive transcriptional regulator
K21704	852.90	full	all	1.000000	3	3	387	387	0.39	0.594	phosphatidylcholine 12-monooxygenase [EC:1.14.18.4]
K21705	-	-	-	-	1	1	356	356	0.36	0.587	icosanoyl-CoA 5-desaturase [EC:1.14.19.10]
K21706	-	-	-	-	1	1	476	476	0.38	0.584	acyl-lipid omega-(9-4) desaturase [EC:1.14.19.12]
K21707	-	-	-	-	2	2	398	398	0.39	0.588	acyl-CoA 15-desaturase [EC:1.14.19.13]
K21708	-	-	-	-	2	2	374	374	0.36	0.585	linoleoyl-lipid Delta9 conjugase [EC:1.14.19.14]
K21709	529.00	domain	trim	0.476242	76	74	507	326	0.84	0.589	(11Z)-hexadec-11-enoyl-CoA conjugase [EC:1.14.19.15]
K21710	684.90	full	all	0.300000	5	5	434	387	0.50	0.593	linoleoyl-lipid Delta12 conjugase (11E,13Z-forming) [EC:1.14.19.16]
K21711	372.57	full	all	0.918641	398	345	493	306	3.38	0.590	LysR family transcriptional regulator, putative pyruvate carboxylase regulator
K21712	383.60	full	all	0.995984	274	252	1041	494	1.75	0.590	N-acetylglucosamine-binding protein A
K21713	269.90	full	trim	0.839031	109	59	310	201	1.02	0.590	lytic chitin monoxygenase [EC:1.14.99.53]
K21714	-	-	-	-	2	2	498	498	0.40	0.592	psoralen synthase [EC:1.14.14.141]
K21715	-	-	-	-	1	1	478	478	0.39	0.595	angelicin synthase [EC:1.14.14.148]
K21716	-	-	-	-	1	1	495	495	0.39	0.591	amorpha-4,11-diene 12-monooxygenase [EC:1.14.14.114]
K21717	-	-	-	-	1	1	513	513	0.39	0.587	alpha-humulene 10-hydroxylase [EC:1.14.14.113]
K21718	1004.97	full	all	1.000000	4	3	514	510	0.44	0.593	oryzalexin E synthase [EC:1.14.14.122]
K21719	1057.13	full	all	1.000000	7	5	511	504	0.44	0.594	ent-sandaracopimaradiene 3-hydroxylase / syn-pimaradiene 3-monooxygenase [EC:1.14.14.70 1.14.14.68]
K21720	-	-	-	-	1	1	500	500	0.39	0.587	taxoid 7beta-hydroxylase [EC:1.14.14.182]
K21721	279.83	full	all	0.969348	151	98	450	339	1.73	0.590	N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate dehydrogenase [EC:1.5.1.51]
K21722	706.50	full	all	1.000000	5	4	359	356	0.44	0.592	methylxanthine N1-demethylase [EC:1.14.13.178]
K21723	-	-	-	-	2	2	367	365	0.46	0.587	methylxanthine N3-demethylase [EC:1.14.13.179]
K21724	431.60	full	all	1.000000	10	10	337	285	0.62	0.587	7-methylxanthine demethylase [EC:1.14.13.128]
K21725	456.00	full	all	0.496686	35	34	510	406	1.57	0.591	4-nitrocatechol/4-nitrophenol 4-monooxygenase [EC:1.14.13.166 1.14.13.167]
K21726	1012.00	full	all	0.833333	12	11	590	525	0.79	0.592	4-nitrophenol 2-monooxygenase / 4-nitrocatechol 4-monooxygenase, oxygenase component [EC:1.14.13.29 1.14.13.166]
K21727	189.20	full	all	1.000000	11	10	200	174	0.81	0.592	4-nitrophenol 2-monooxygenase / 4-nitrocatechol 4-monooxygenase, reductase component
K21728	400.83	full	all	0.711111	6	6	309	289	0.60	0.589	(S)-dichlorprop dioxygenase (2-oxoglutarate) [EC:1.14.11.43]
K21729	-	-	-	-	1	1	295	295	0.38	0.586	(R)-dichlorprop dioxygenase (2-oxoglutarate) [EC:1.14.11.44]
K21730	807.37	full	all	0.916667	21	17	584	545	0.76	0.591	(2,2,3-trimethyl-5-oxocyclopent-3-enyl)acetyl-CoA 1,5-monooxygenase [EC:1.14.13.160]
K21731	681.40	full	all	1.000000	9	9	368	364	0.50	0.587	2,5-diketocamphane 1,2-monooxygenase [EC:1.14.14.108]
K21732	-	-	-	-	2	2	479	427	0.57	0.587	acyl-lipid (11-3)-desaturase [EC:1.14.19.4]
K21733	-	-	-	-	1	1	515	515	0.37	0.594	sphingolipid 10-desaturase [EC:1.14.19.19]
K21734	767.97	full	all	0.932997	318	300	812	447	1.39	0.590	sphingolipid 8-(E/Z)-desaturase [EC:1.14.19.29]
K21735	486.77	full	all	1.000000	54	51	669	453	1.14	0.591	acyl-lipid (8-3)-desaturase [EC:1.14.19.30]
K21736	-	-	-	-	1	1	386	386	0.36	0.590	Delta12 acyl-lipid conjugase (11E,13E-forming) / acyl-lipid (9+3)-(E)-desaturase [EC:1.14.19.33 1.14.19.34]
K21737	678.20	full	all	0.723228	275	258	886	447	1.85	0.590	acyl-lipid Delta6-acetylenase / acyl-lipid (9-3)-desaturase [EC:1.14.19.38 1.14.19.47]
K21738	506.40	full	all	1.000000	17	12	404	388	0.71	0.591	rubredoxin---NAD+ reductase [EC:1.18.1.1]
K21739	468.77	full	all	0.991994	968	758	1141	492	1.40	0.590	probable pyridine nucleotide-disulfide oxidoreductase
K21740	87.60	full	all	1.000000	144	41	91	76	1.25	0.745	reactive chlorine resistance protein B
K21741	81.73	full	all	0.997992	705	502	568	182	3.33	0.590	reactive chlorine resistance protein C
K21742	440.37	full	all	0.958170	121	49	371	310	0.88	0.591	LysR family transcriptional regulator, transcriptional activator for ttdABT operon
K21743	505.40	full	all	1.000000	27	18	269	257	0.45	0.589	MerR family transcriptional regulator, multidrug-efflux activator
K21744	121.33	full	all	0.942961	673	644	721	285	4.74	0.590	MerR family transcriptional regulator, thiopeptide resistance regulator
K21745	104.30	full	all	0.969803	761	530	303	149	3.15	0.590	MerR family transcriptional regulator, aldehyde-responsive regulator
K21746	343.37	full	all	0.971323	158	72	405	284	1.61	0.590	AraC family transcriptional regulator, reactive chlorine species (RCS)-specific activator of rcl operon
K21747	310.00	full	all	0.986661	97	76	388	312	1.34	0.590	AraC family transcriptional regulator, alkane utilization regulator
K21748	594.17	full	all	1.000000	25	21	975	869	1.57	0.590	LuxR family transcriptional regulator, alkane degradation pathway regulator
K21749	182.70	full	all	0.997136	788	699	2345	523	2.96	0.590	N-acylneuraminate/3-deoxy-D-glycero-D-galacto-nononate cytidylyltransferase [EC:2.7.7.43 2.7.7.92]
K21750	271.00	full	all	1.000000	23	22	292	251	1.02	0.590	3-deoxy-D-glycero-D-galacto-nononate cytidylyltransferase [EC:2.7.7.92]
K21751	98.77	domain	trim	0.987774	1384	944	1609	260	4.53	0.590	down-regulator of transcription 1
K21752	88.87	full	all	0.986424	1519	1401	4037	290	5.92	0.590	Dr1-associated corepressor
K21753	283.33	domain	all	0.932571	113	111	2727	777	2.75	0.590	circadian clock protein PASD1
K21754	157.07	domain	all	0.980101	1533	1151	4920	575	6.76	0.590	BTB/POZ domain-containing protein KCTD1/15
K21755	250.60	full	all	0.996546	351	291	373	294	1.78	0.589	LysR family transcriptional regulator, salicylic acid-responsive activator of bsdBCD
K21756	532.83	full	all	1.000000	51	28	306	304	0.52	0.590	LysR family transcriptional regulator, cis,cis-muconate-responsive activator of cat and ben genes
K21757	299.03	full	all	0.875636	983	793	721	358	5.04	0.590	LysR family transcriptional regulator, benzoate and cis,cis-muconate-responsive activator of ben and cat genes
K21758	407.23	full	all	1.000000	143	118	579	414	1.36	0.590	benzoate transport porin
K21759	31.87	domain	all	0.991919	471	250	173	97	2.66	0.590	vanillate/4-hydroxybenzoate decarboxylase subunit D [EC:4.1.1.- 4.1.1.61]
K21760	431.30	full	all	0.989654	495	489	2410	614	2.42	0.590	protein-L-histidine (3S)-3-hydroxylase / [histone H3]-trimethyl-L-lysine9 demethylase [EC:1.14.11.79 1.14.11.66]
K21761	572.63	domain	all	0.995922	494	494	6096	1146	2.17	0.590	nesprin-3
K21762	1642.67	full	all	0.914474	399	396	4890	1392	1.40	0.591	WD repeat-containing protein 62
K21763	1514.07	full	all	0.835537	1099	1096	14530	1485	4.06	0.590	mitogen-activated protein kinase binding protein 1
K21764	72.67	domain	trim	0.990820	438	433	5990	1324	5.57	0.590	sperm-associated antigen 5
K21765	128.50	full	all	0.997129	522	521	4200	972	4.47	0.590	protein moonraker
K21766	172.87	full	all	0.961936	1257	1213	2585	530	11.10	0.590	tubulin-specific chaperone C
K21767	101.43	full	all	0.999613	1303	1290	10190	1399	6.51	0.590	tubulin-specific chaperone D
K21768	286.60	domain	all	0.968889	1255	1234	6330	682	6.43	0.590	tubulin-specific chaperone E
K21769	783.40	full	all	0.968995	513	499	3242	734	1.98	0.590	myb-related protein B
K21770	559.20	full	all	0.689134	896	855	2847	588	5.22	0.590	G2/mitotic-specific cyclin-B2
K21771	336.40	domain	all	0.972010	761	751	5365	510	3.45	0.590	G2/mitotic-specific cyclin-B3
K21772	426.23	domain	all	0.763716	1195	869	2569	377	3.27	0.590	transcriptional activator protein Pur-alpha
K21773	100.17	full	all	0.999316	846	734	3600	719	4.43	0.590	protein lin-9
K21774	65.27	full	all	1.000000	724	665	1646	359	5.89	0.590	protein lin-37
K21775	45.77	full	all	0.992931	816	564	1350	288	6.24	0.590	protein lin-52
K21776	44.93	full	all	0.993852	1131	1058	5827	647	6.66	0.590	protein lin-54
K21777	351.80	domain	all	0.862647	1826	1761	6318	498	7.78	0.590	G2/mitotic-specific cyclin-B, other
K21778	1210.80	full	all	1.000000	47	42	894	840	0.69	0.591	3-acetyloctanal aminotransferase [EC:2.6.1.-]
K21779	672.17	full	trim	0.955556	25	20	719	680	0.85	0.592	2-methyl-3-n-amyl-dihydropyrrolel dehydrogenase
K21780	478.87	domain	all	0.956469	176	168	1286	680	2.03	0.590	L-proline---[L-prolyl-carrier protein] ligase [EC:6.2.1.53]
K21781	81.27	full	all	1.000000	53	46	112	87	1.43	0.655	peptidyl carrier protein
K21782	437.03	domain	all	0.937242	242	223	636	381	1.78	0.591	L-prolyl-PCP dehydrogenase [EC:1.3.8.14]
K21783	500.57	domain	all	0.951468	52	49	1500	879	1.77	0.590	beta-ketoacyl ACP synthase [EC:2.3.1.-]
K21784	787.30	full	all	0.989247	53	49	866	623	0.92	0.589	4-hydroxy-2,2'-bipyrrole-5-methanol synthase
K21785	279.63	full	all	1.000000	53	49	702	362	1.59	0.590	4-hydroxy-2,2'-bipyrrole-5-methanol dehydrogenase
K21786	503.53	full	all	1.000000	25	20	348	339	0.58	0.587	4-hydroxy-2,2'-bipyrrole-5-carbaldehyde O-methyltransferase [EC:2.1.1.-]
K21787	912.80	domain	trim	0.911045	63	58	1350	886	1.95	0.590	prodigiosin/undecylprodigiosin synthetase
K21788	579.17	full	all	0.969697	18	18	358	333	0.58	0.590	dodecanoy-ACP synthase
K21789	571.40	domain	all	0.974359	22	22	450	407	0.72	0.591	dodecanoy-ACP synthase
K21790	117.23	domain	all	0.918803	24	21	115	89	1.28	0.640	acyl carrier protein
K21791	364.83	full	all	0.952381	11	10	356	275	0.76	0.591	thioesterase
K21792	1978.70	domain	all	0.812963	12	12	2982	2200	0.90	0.590	polyketide synthase
K21793	1318.07	domain	all	0.167232	7	7	2669	2623	0.96	0.589	oxidoreductase
K21794	-	-	-	-	1	1	618	618	0.39	0.587	linoleate 11-lipoxygenase [EC:1.13.11.45]
K21795	947.60	full	all	1.000000	17	16	854	703	0.65	0.592	phenylalanine 2-monooxygenase [EC:1.13.12.9]
K21796	313.50	full	all	1.000000	7	7	246	213	0.56	0.592	Prochlorococcus phage phycoerythrobilin synthase [EC:1.3.7.6]
K21797	576.93	full	all	0.969004	1757	1647	6211	810	4.28	0.590	phosphatidylinositol 4-phosphatase [EC:3.1.3.-]
K21798	575.60	full	all	0.973198	859	844	6581	1061	3.07	0.590	phosphatidylinositol 4-phosphatase [EC:3.1.3.-]
K21799	527.00	domain	all	0.974585	572	440	1225	360	0.86	0.590	transcriptional activator protein Pur-beta
K21800	420.23	full	all	0.995016	475	401	1073	380	0.84	0.589	purine-rich element-binding protein gamma
K21801	450.60	domain	all	0.873612	391	346	935	476	2.76	0.590	indoleacetamide hydrolase [EC:3.5.1.-]
K21802	714.33	domain	trim	0.699497	519	441	609	484	1.41	0.591	vanillin dehydrogenase [EC:1.2.1.67]
K21803	258.23	domain	all	0.969749	508	460	1482	378	3.56	0.590	EEF1A lysine methyltransferase 3 [EC:2.1.1.-]
K21804	229.97	domain	all	0.883570	979	919	2632	336	8.00	0.590	protein N-lysine methyltransferase METTL21A [EC:2.1.1.-]
K21805	196.03	domain	trim	0.864029	894	861	3947	426	3.08	0.590	protein N-lysine methyltransferase METTL21C [EC:2.1.1.-]
K21806	196.77	domain	all	0.898257	1222	1146	2591	307	7.08	0.590	protein N-lysine methyltransferase METTL21D [EC:2.1.1.-]
K21807	176.70	full	all	1.000000	17	17	192	153	0.85	0.592	Alphapapillomavirus protein E6
K21808	635.90	full	all	1.000000	20	20	604	465	0.77	0.592	Alphapapillomavirus minor capsid protein L2
K21809	94.87	full	all	1.000000	20	20	134	101	0.94	0.589	Alphapapillomavirus protein E7
K21810	989.90	full	all	1.000000	20	20	758	644	0.70	0.592	Alphapapillomavirus replication protein E1 [EC:5.6.2.-]
K21811	449.23	full	all	1.000000	20	20	469	380	1.02	0.590	Alphapapillomavirus regulatory protein E2
K21812	50.93	full	all	1.000000	4	4	88	81	0.86	0.699	Alphapapillomavirus protein E5
K21813	200.93	full	all	0.973942	795	776	3718	394	3.96	0.590	endonuclease V [EC:3.1.26.-]
K21814	153.33	full	all	0.997519	620	603	2134	476	3.32	0.590	serine/threonine-protein phosphatase CPPED1 [EC:3.1.3.16]
K21815	560.50	full	all	1.000000	34	30	393	347	0.60	0.589	2-oxoglutarate dioxygenase / 2-oxoglutarate/L-arginine monooxygenase/decarboxylase [EC:1.13.12.19 1.14.20.7]
K21816	789.77	full	all	0.968254	34	33	879	667	1.02	0.589	sulfite reductase (coenzyme F420) [EC:1.8.98.3]
K21817	66.40	full	all	0.991144	307	286	949	372	9.13	0.590	beta-carotene 15,15'-dioxygenase [EC:1.13.11.63]
K21818	231.47	full	all	1.000000	4	4	212	190	0.63	0.590	cypemycin cysteine dehydrogenase (decarboxylating) [EC:1.3.99.36]
K21819	-	-	-	-	1	1	290	290	0.39	0.591	agroclavine dehydrogenase [EC:1.5.1.46]
K21820	427.47	full	all	0.991870	63	61	694	376	0.89	0.590	unspecific peroxygenase [EC:1.11.2.1]
K21821	-	-	-	-	3	2	276	276	0.45	0.588	3-hydroxy-2-methylquinolin-4-one 2,4-dioxygenase [EC:1.13.11.48]
K21822	629.70	full	all	0.977756	71	71	538	480	1.06	0.591	8'-apo-carotenoid 13,14-cleaving dioxygenase [EC:1.13.11.82]
K21823	-	-	-	-	1	1	196	196	0.38	0.591	oplophorus-luciferin 2-monooxygenase catalytic subunit [EC:1.13.12.13]
K21824	-	-	-	-	1	1	359	359	0.39	0.585	oplophorus-luciferin 2-monooxygenase non-catalytic subunit
K21825	377.87	full	trim	0.940224	461	365	653	326	1.90	0.590	AraC family transcriptional regulator, L-arginine-responsive activator
K21826	442.10	full	all	0.725263	1501	1230	925	405	5.35	0.590	AraC family transcriptional regulator, glycine betaine-responsive activator
K21827	305.70	full	all	0.950360	95	85	380	266	2.15	0.590	IclR family transcriptional regulator, arginine deiminase pathway regulator
