Genome accession	NFkB candidate	IkB candidate	NFkB chain contact coordinate	pDockQ2 region	pDockQ2 score	zipfile	zipfile_sha256	scoring_signature
GCF_004324835.1	XP_028414684.1	XP_028404342.1	242:385	A_C	0.339068	fold_xp_028414684_1_xp_028404342_1.zip	2c35f25819457b4409b405b998a2c8098efff4afeb82fd79d836807dc2ba9f5b	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414684.1	XP_028404342.1	242:385	B_C	0.368476	fold_xp_028414684_1_xp_028404342_1.zip	2c35f25819457b4409b405b998a2c8098efff4afeb82fd79d836807dc2ba9f5b	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414684.1	XP_028404342.1	242:385	A_region_B_region	0.798435	fold_xp_028414684_1_xp_028404342_1.zip	2c35f25819457b4409b405b998a2c8098efff4afeb82fd79d836807dc2ba9f5b	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414684.1	XP_028404342.1	242:385	A_region_C	0.339068	fold_xp_028414684_1_xp_028404342_1.zip	2c35f25819457b4409b405b998a2c8098efff4afeb82fd79d836807dc2ba9f5b	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414684.1	XP_028404342.1	242:385	B_region_C	0.368476	fold_xp_028414684_1_xp_028404342_1.zip	2c35f25819457b4409b405b998a2c8098efff4afeb82fd79d836807dc2ba9f5b	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414684.1	XP_028407711.1	242:385	A_B	0.727722	fold_xp_028414684_1_xp_028407711_1.zip	a4b9df348932b0d7c53fa7cbb2c9b3731481c1ef62c9ea22e96d088238e007de	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414684.1	XP_028407711.1	242:385	A_C	0.430271	fold_xp_028414684_1_xp_028407711_1.zip	a4b9df348932b0d7c53fa7cbb2c9b3731481c1ef62c9ea22e96d088238e007de	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414684.1	XP_028407711.1	242:385	B_C	0.228562	fold_xp_028414684_1_xp_028407711_1.zip	a4b9df348932b0d7c53fa7cbb2c9b3731481c1ef62c9ea22e96d088238e007de	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414684.1	XP_028407711.1	242:385	A_region_B_region	0.746249	fold_xp_028414684_1_xp_028407711_1.zip	a4b9df348932b0d7c53fa7cbb2c9b3731481c1ef62c9ea22e96d088238e007de	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414684.1	XP_028407711.1	242:385	A_region_C	0.430271	fold_xp_028414684_1_xp_028407711_1.zip	a4b9df348932b0d7c53fa7cbb2c9b3731481c1ef62c9ea22e96d088238e007de	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414684.1	XP_028407711.1	242:385	B_region_C	0.228562	fold_xp_028414684_1_xp_028407711_1.zip	a4b9df348932b0d7c53fa7cbb2c9b3731481c1ef62c9ea22e96d088238e007de	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028396366.1	242:385	A_B	0.199326	fold_xp_028414852_1_xp_028396366_1.zip	f6d307e4006a4d6d739a315eea34646c89a03f96545d001b5c2dd99f8cf88bc1	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028396366.1	242:385	A_C	0.206814	fold_xp_028414852_1_xp_028396366_1.zip	f6d307e4006a4d6d739a315eea34646c89a03f96545d001b5c2dd99f8cf88bc1	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028396366.1	242:385	B_C	0.166454	fold_xp_028414852_1_xp_028396366_1.zip	f6d307e4006a4d6d739a315eea34646c89a03f96545d001b5c2dd99f8cf88bc1	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028396366.1	242:385	A_region_B_region	0.734678	fold_xp_028414852_1_xp_028396366_1.zip	f6d307e4006a4d6d739a315eea34646c89a03f96545d001b5c2dd99f8cf88bc1	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028396366.1	242:385	A_region_C	0.381243	fold_xp_028414852_1_xp_028396366_1.zip	f6d307e4006a4d6d739a315eea34646c89a03f96545d001b5c2dd99f8cf88bc1	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028396366.1	242:385	B_region_C	0.166454	fold_xp_028414852_1_xp_028396366_1.zip	f6d307e4006a4d6d739a315eea34646c89a03f96545d001b5c2dd99f8cf88bc1	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028400134.1	242:385	A_B	0.756059	fold_xp_028414852_1_xp_028400134_1.zip	f2d1d07e02ea1cbf3a4a70125ca876dbec1ee27e4953e12a6c15935e3244c34b	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028400134.1	242:385	A_C	0.568867	fold_xp_028414852_1_xp_028400134_1.zip	f2d1d07e02ea1cbf3a4a70125ca876dbec1ee27e4953e12a6c15935e3244c34b	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028400134.1	242:385	B_C	0.417904	fold_xp_028414852_1_xp_028400134_1.zip	f2d1d07e02ea1cbf3a4a70125ca876dbec1ee27e4953e12a6c15935e3244c34b	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028400134.1	242:385	A_region_B_region	0.758334	fold_xp_028414852_1_xp_028400134_1.zip	f2d1d07e02ea1cbf3a4a70125ca876dbec1ee27e4953e12a6c15935e3244c34b	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028400134.1	242:385	A_region_C	0.568867	fold_xp_028414852_1_xp_028400134_1.zip	f2d1d07e02ea1cbf3a4a70125ca876dbec1ee27e4953e12a6c15935e3244c34b	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028400134.1	242:385	B_region_C	0.417904	fold_xp_028414852_1_xp_028400134_1.zip	f2d1d07e02ea1cbf3a4a70125ca876dbec1ee27e4953e12a6c15935e3244c34b	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028400154.1	242:385	A_B	0.796486	fold_xp_028414852_1_xp_028400154_1.zip	6eeb36e081ccab38dbae81edb414662e5e09636da02b23bf0bbeb29db9a7eda0	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028400154.1	242:385	A_C	0.334829	fold_xp_028414852_1_xp_028400154_1.zip	6eeb36e081ccab38dbae81edb414662e5e09636da02b23bf0bbeb29db9a7eda0	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028400154.1	242:385	B_C	0.425252	fold_xp_028414852_1_xp_028400154_1.zip	6eeb36e081ccab38dbae81edb414662e5e09636da02b23bf0bbeb29db9a7eda0	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028400154.1	242:385	A_region_B_region	0.796486	fold_xp_028414852_1_xp_028400154_1.zip	6eeb36e081ccab38dbae81edb414662e5e09636da02b23bf0bbeb29db9a7eda0	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028400154.1	242:385	A_region_C	0.383063	fold_xp_028414852_1_xp_028400154_1.zip	6eeb36e081ccab38dbae81edb414662e5e09636da02b23bf0bbeb29db9a7eda0	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028400154.1	242:385	B_region_C	0.425252	fold_xp_028414852_1_xp_028400154_1.zip	6eeb36e081ccab38dbae81edb414662e5e09636da02b23bf0bbeb29db9a7eda0	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028404342.1	242:385	A_B				
GCF_004324835.1	XP_028414852.1	XP_028404342.1	242:385	A_C				
GCF_004324835.1	XP_028414852.1	XP_028404342.1	242:385	B_C				
GCF_004324835.1	XP_028414852.1	XP_028404342.1	242:385	A_region_B_region				
GCF_004324835.1	XP_028414852.1	XP_028404342.1	242:385	A_region_C				
GCF_004324835.1	XP_028414852.1	XP_028404342.1	242:385	B_region_C				
GCF_004324835.1	XP_028414852.1	XP_028407711.1	242:385	A_B	0.569823	fold_xp_028414852_1_xp_028407711_1.zip	42ae608a93b67067eb1f0ee5447e2fad885e852c16ba85ca385a0569072540b5	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028407711.1	242:385	A_C	0.196858	fold_xp_028414852_1_xp_028407711_1.zip	42ae608a93b67067eb1f0ee5447e2fad885e852c16ba85ca385a0569072540b5	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028407711.1	242:385	B_C	0.298422	fold_xp_028414852_1_xp_028407711_1.zip	42ae608a93b67067eb1f0ee5447e2fad885e852c16ba85ca385a0569072540b5	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028407711.1	242:385	A_region_B_region	0.751733	fold_xp_028414852_1_xp_028407711_1.zip	42ae608a93b67067eb1f0ee5447e2fad885e852c16ba85ca385a0569072540b5	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028407711.1	242:385	A_region_C	0.196858	fold_xp_028414852_1_xp_028407711_1.zip	42ae608a93b67067eb1f0ee5447e2fad885e852c16ba85ca385a0569072540b5	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_004324835.1	XP_028414852.1	XP_028407711.1	242:385	B_region_C	0.298422	fold_xp_028414852_1_xp_028407711_1.zip	42ae608a93b67067eb1f0ee5447e2fad885e852c16ba85ca385a0569072540b5	c118fd4abd12ddf3387c6dd43ae5249c35145a0476b677b707914ea53aae745e
GCF_009602425.1	XP_031565156.1	XP_031565156.1	259:401	A_region_A_Cterm	0.505682	fold_xp_031565156_1.zip	69797041284622fb6b1e180d6b027391a8ae597e3af583dd3b381bbf93ed213b	8698b6a6f6e2344df735bcb51fc06395461572440d1981ec185134b4cdc56004
GCF_009602425.1	XP_031565156.1	XP_031557780.1	259:401	A_B	0.379260	fold_xp_031565156_1_xp_031557780_1.zip	e23e6b39ecbf40e4dc6673b36a33ebff7bbd5e286130b2fd6f8435e5ccf676d7	64d8638d6a6a467cbd9d7082b5a2908bd27326aa63c14a14e81da30c0c146776
GCF_009602425.1	XP_031565156.1	XP_031557780.1	259:401	A_C	0.524917	fold_xp_031565156_1_xp_031557780_1.zip	e23e6b39ecbf40e4dc6673b36a33ebff7bbd5e286130b2fd6f8435e5ccf676d7	64d8638d6a6a467cbd9d7082b5a2908bd27326aa63c14a14e81da30c0c146776
GCF_009602425.1	XP_031565156.1	XP_031557780.1	259:401	B_C	0.224266	fold_xp_031565156_1_xp_031557780_1.zip	e23e6b39ecbf40e4dc6673b36a33ebff7bbd5e286130b2fd6f8435e5ccf676d7	64d8638d6a6a467cbd9d7082b5a2908bd27326aa63c14a14e81da30c0c146776
GCF_009602425.1	XP_031565156.1	XP_031557780.1	259:401	A_region_B_region	0.520711	fold_xp_031565156_1_xp_031557780_1.zip	e23e6b39ecbf40e4dc6673b36a33ebff7bbd5e286130b2fd6f8435e5ccf676d7	64d8638d6a6a467cbd9d7082b5a2908bd27326aa63c14a14e81da30c0c146776
GCF_009602425.1	XP_031565156.1	XP_031557780.1	259:401	A_region_C	0.524917	fold_xp_031565156_1_xp_031557780_1.zip	e23e6b39ecbf40e4dc6673b36a33ebff7bbd5e286130b2fd6f8435e5ccf676d7	64d8638d6a6a467cbd9d7082b5a2908bd27326aa63c14a14e81da30c0c146776
GCF_009602425.1	XP_031565156.1	XP_031557780.1	259:401	B_region_C	0.224266	fold_xp_031565156_1_xp_031557780_1.zip	e23e6b39ecbf40e4dc6673b36a33ebff7bbd5e286130b2fd6f8435e5ccf676d7	64d8638d6a6a467cbd9d7082b5a2908bd27326aa63c14a14e81da30c0c146776
GCF_009602425.1	XP_031565156.1	XP_031566534.1	259:401	A_B	0.324005	fold_xp_031565156_1_xp_031566534_1.zip	8f2688ce3ebb0ba9da817c65734b0f4498782c4ade2853ff3dbaeb6ae9eea30e	64d8638d6a6a467cbd9d7082b5a2908bd27326aa63c14a14e81da30c0c146776
GCF_009602425.1	XP_031565156.1	XP_031566534.1	259:401	A_C	0.455149	fold_xp_031565156_1_xp_031566534_1.zip	8f2688ce3ebb0ba9da817c65734b0f4498782c4ade2853ff3dbaeb6ae9eea30e	64d8638d6a6a467cbd9d7082b5a2908bd27326aa63c14a14e81da30c0c146776
GCF_009602425.1	XP_031565156.1	XP_031566534.1	259:401	B_C	0.287237	fold_xp_031565156_1_xp_031566534_1.zip	8f2688ce3ebb0ba9da817c65734b0f4498782c4ade2853ff3dbaeb6ae9eea30e	64d8638d6a6a467cbd9d7082b5a2908bd27326aa63c14a14e81da30c0c146776
GCF_009602425.1	XP_031565156.1	XP_031566534.1	259:401	A_region_B_region	0.804995	fold_xp_031565156_1_xp_031566534_1.zip	8f2688ce3ebb0ba9da817c65734b0f4498782c4ade2853ff3dbaeb6ae9eea30e	64d8638d6a6a467cbd9d7082b5a2908bd27326aa63c14a14e81da30c0c146776
GCF_009602425.1	XP_031565156.1	XP_031566534.1	259:401	A_region_C	0.455149	fold_xp_031565156_1_xp_031566534_1.zip	8f2688ce3ebb0ba9da817c65734b0f4498782c4ade2853ff3dbaeb6ae9eea30e	64d8638d6a6a467cbd9d7082b5a2908bd27326aa63c14a14e81da30c0c146776
GCF_009602425.1	XP_031565156.1	XP_031566534.1	259:401	B_region_C	0.287237	fold_xp_031565156_1_xp_031566534_1.zip	8f2688ce3ebb0ba9da817c65734b0f4498782c4ade2853ff3dbaeb6ae9eea30e	64d8638d6a6a467cbd9d7082b5a2908bd27326aa63c14a14e81da30c0c146776
GCF_009602425.1	XP_031565156.1	XP_031569757.1	259:401	A_B	0.229318	fold_xp_031565156_1_xp_031569757_1.zip	3f5f22d137cc30e5b73ba2e24c8df7e7f814de06d6ec566eccaed3503b76ef6a	64d8638d6a6a467cbd9d7082b5a2908bd27326aa63c14a14e81da30c0c146776
GCF_009602425.1	XP_031565156.1	XP_031569757.1	259:401	A_C	0.152413	fold_xp_031565156_1_xp_031569757_1.zip	3f5f22d137cc30e5b73ba2e24c8df7e7f814de06d6ec566eccaed3503b76ef6a	64d8638d6a6a467cbd9d7082b5a2908bd27326aa63c14a14e81da30c0c146776
GCF_009602425.1	XP_031565156.1	XP_031569757.1	259:401	B_C	0.111528	fold_xp_031565156_1_xp_031569757_1.zip	3f5f22d137cc30e5b73ba2e24c8df7e7f814de06d6ec566eccaed3503b76ef6a	64d8638d6a6a467cbd9d7082b5a2908bd27326aa63c14a14e81da30c0c146776
GCF_009602425.1	XP_031565156.1	XP_031569757.1	259:401	A_region_B_region	0.672759	fold_xp_031565156_1_xp_031569757_1.zip	3f5f22d137cc30e5b73ba2e24c8df7e7f814de06d6ec566eccaed3503b76ef6a	64d8638d6a6a467cbd9d7082b5a2908bd27326aa63c14a14e81da30c0c146776
GCF_009602425.1	XP_031565156.1	XP_031569757.1	259:401	A_region_C	0.152413	fold_xp_031565156_1_xp_031569757_1.zip	3f5f22d137cc30e5b73ba2e24c8df7e7f814de06d6ec566eccaed3503b76ef6a	64d8638d6a6a467cbd9d7082b5a2908bd27326aa63c14a14e81da30c0c146776
GCF_009602425.1	XP_031565156.1	XP_031569757.1	259:401	B_region_C	0.111528	fold_xp_031565156_1_xp_031569757_1.zip	3f5f22d137cc30e5b73ba2e24c8df7e7f814de06d6ec566eccaed3503b76ef6a	64d8638d6a6a467cbd9d7082b5a2908bd27326aa63c14a14e81da30c0c146776
GCF_013076305.1	XP_065051077.1	XP_065056061.1	240:382	A_B	0.680066	fold_xp_065051077_1_xp_065056061_1.zip	97d9afcb2e5c7d934884fd10db108a2c5c2cd9cf5a10eca2348c3e7b54828fd7	f695c2115d4459064767531591421c38a76fac071c7a195e04e18e4f46710f77
GCF_013076305.1	XP_065051077.1	XP_065056061.1	240:382	A_C	0.225697	fold_xp_065051077_1_xp_065056061_1.zip	97d9afcb2e5c7d934884fd10db108a2c5c2cd9cf5a10eca2348c3e7b54828fd7	f695c2115d4459064767531591421c38a76fac071c7a195e04e18e4f46710f77
GCF_013076305.1	XP_065051077.1	XP_065056061.1	240:382	B_C	0.241114	fold_xp_065051077_1_xp_065056061_1.zip	97d9afcb2e5c7d934884fd10db108a2c5c2cd9cf5a10eca2348c3e7b54828fd7	f695c2115d4459064767531591421c38a76fac071c7a195e04e18e4f46710f77
GCF_013076305.1	XP_065051077.1	XP_065056061.1	240:382	A_region_B_region	0.680066	fold_xp_065051077_1_xp_065056061_1.zip	97d9afcb2e5c7d934884fd10db108a2c5c2cd9cf5a10eca2348c3e7b54828fd7	f695c2115d4459064767531591421c38a76fac071c7a195e04e18e4f46710f77
GCF_013076305.1	XP_065051077.1	XP_065056061.1	240:382	A_region_C	0.295677	fold_xp_065051077_1_xp_065056061_1.zip	97d9afcb2e5c7d934884fd10db108a2c5c2cd9cf5a10eca2348c3e7b54828fd7	f695c2115d4459064767531591421c38a76fac071c7a195e04e18e4f46710f77
GCF_013076305.1	XP_065051077.1	XP_065056061.1	240:382	B_region_C	0.241114	fold_xp_065051077_1_xp_065056061_1.zip	97d9afcb2e5c7d934884fd10db108a2c5c2cd9cf5a10eca2348c3e7b54828fd7	f695c2115d4459064767531591421c38a76fac071c7a195e04e18e4f46710f77
GCF_013753865.1	XP_029186950.2	XP_029186950.2	254:396	A_region_A_Cterm	0.389550	fold_xp_029186950_2.zip	88b0ec575c92824e7d5c94b4a64043df28ecad497d2bfd9a6202fbf7befd5564	1f9046884bf1b253051847ee6860ac46c1cdc68a03fa2800106e0a5272375666
GCF_013753865.1	XP_029186950.2	XP_029197502.2	254:396	A_B	0.792717	fold_xp_029186950_2_xp_029197502_2.zip	6b800f5808771b73930b25d020bf0328aedfd46dd0946b5f0a23c69faca52ad6	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_013753865.1	XP_029186950.2	XP_029197502.2	254:396	A_C	0.176100	fold_xp_029186950_2_xp_029197502_2.zip	6b800f5808771b73930b25d020bf0328aedfd46dd0946b5f0a23c69faca52ad6	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_013753865.1	XP_029186950.2	XP_029197502.2	254:396	B_C	0.364789	fold_xp_029186950_2_xp_029197502_2.zip	6b800f5808771b73930b25d020bf0328aedfd46dd0946b5f0a23c69faca52ad6	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_013753865.1	XP_029186950.2	XP_029197502.2	254:396	A_region_B_region	0.792717	fold_xp_029186950_2_xp_029197502_2.zip	6b800f5808771b73930b25d020bf0328aedfd46dd0946b5f0a23c69faca52ad6	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_013753865.1	XP_029186950.2	XP_029197502.2	254:396	A_region_C	0.176100	fold_xp_029186950_2_xp_029197502_2.zip	6b800f5808771b73930b25d020bf0328aedfd46dd0946b5f0a23c69faca52ad6	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_013753865.1	XP_029186950.2	XP_029197502.2	254:396	B_region_C	0.408974	fold_xp_029186950_2_xp_029197502_2.zip	6b800f5808771b73930b25d020bf0328aedfd46dd0946b5f0a23c69faca52ad6	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_013753865.1	XP_029186950.2	XP_029214161.2	254:396	A_B	0.373305	fold_xp_029186950_2_xp_029214161_2.zip	027cd5c138cb28b5e319baf0df7a792f72dbb63fe01031bbe0b7f7beb3841f83	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_013753865.1	XP_029186950.2	XP_029214161.2	254:396	A_C	0.344304	fold_xp_029186950_2_xp_029214161_2.zip	027cd5c138cb28b5e319baf0df7a792f72dbb63fe01031bbe0b7f7beb3841f83	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_013753865.1	XP_029186950.2	XP_029214161.2	254:396	B_C	0.380374	fold_xp_029186950_2_xp_029214161_2.zip	027cd5c138cb28b5e319baf0df7a792f72dbb63fe01031bbe0b7f7beb3841f83	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_013753865.1	XP_029186950.2	XP_029214161.2	254:396	A_region_B_region	0.800713	fold_xp_029186950_2_xp_029214161_2.zip	027cd5c138cb28b5e319baf0df7a792f72dbb63fe01031bbe0b7f7beb3841f83	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_013753865.1	XP_029186950.2	XP_029214161.2	254:396	A_region_C	0.344304	fold_xp_029186950_2_xp_029214161_2.zip	027cd5c138cb28b5e319baf0df7a792f72dbb63fe01031bbe0b7f7beb3841f83	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_013753865.1	XP_029186950.2	XP_029214161.2	254:396	B_region_C	0.380374	fold_xp_029186950_2_xp_029214161_2.zip	027cd5c138cb28b5e319baf0df7a792f72dbb63fe01031bbe0b7f7beb3841f83	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_013753865.1	XP_029186950.2	XP_029214164.2	254:396	A_B	0.765983	fold_xp_029186950_2_xp_029214164_2.zip	2bb06dee92245571b28e12306c0f8a65a99c40c559514349dbefd5165127310b	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_013753865.1	XP_029186950.2	XP_029214164.2	254:396	A_C	0.454298	fold_xp_029186950_2_xp_029214164_2.zip	2bb06dee92245571b28e12306c0f8a65a99c40c559514349dbefd5165127310b	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_013753865.1	XP_029186950.2	XP_029214164.2	254:396	B_C	0.356370	fold_xp_029186950_2_xp_029214164_2.zip	2bb06dee92245571b28e12306c0f8a65a99c40c559514349dbefd5165127310b	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_013753865.1	XP_029186950.2	XP_029214164.2	254:396	A_region_B_region	0.772171	fold_xp_029186950_2_xp_029214164_2.zip	2bb06dee92245571b28e12306c0f8a65a99c40c559514349dbefd5165127310b	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_013753865.1	XP_029186950.2	XP_029214164.2	254:396	A_region_C	0.454298	fold_xp_029186950_2_xp_029214164_2.zip	2bb06dee92245571b28e12306c0f8a65a99c40c559514349dbefd5165127310b	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_013753865.1	XP_029186950.2	XP_029214164.2	254:396	B_region_C	0.356370	fold_xp_029186950_2_xp_029214164_2.zip	2bb06dee92245571b28e12306c0f8a65a99c40c559514349dbefd5165127310b	6551c708b2814d60f1f3168bd0834a7f4d48c7ed7ac7a6629620c5db9a28c82a
GCF_021976095.1	XP_046859971.1	XP_046852093.1	240:387	A_B	0.377642	fold_xp_046859971_1_xp_046852093_1.zip	8623c61969be7e14ea76590fa3388d0ec3d32b27b108271099032efefe5a5dbf	eccf3b9f02c65e2840a9c27324ff40b87f3fd59dfe703d5194bb73b59d48d8a8
GCF_021976095.1	XP_046859971.1	XP_046852093.1	240:387	A_C	0.354407	fold_xp_046859971_1_xp_046852093_1.zip	8623c61969be7e14ea76590fa3388d0ec3d32b27b108271099032efefe5a5dbf	eccf3b9f02c65e2840a9c27324ff40b87f3fd59dfe703d5194bb73b59d48d8a8
GCF_021976095.1	XP_046859971.1	XP_046852093.1	240:387	B_C	0.638096	fold_xp_046859971_1_xp_046852093_1.zip	8623c61969be7e14ea76590fa3388d0ec3d32b27b108271099032efefe5a5dbf	eccf3b9f02c65e2840a9c27324ff40b87f3fd59dfe703d5194bb73b59d48d8a8
GCF_021976095.1	XP_046859971.1	XP_046852093.1	240:387	A_region_B_region	0.817804	fold_xp_046859971_1_xp_046852093_1.zip	8623c61969be7e14ea76590fa3388d0ec3d32b27b108271099032efefe5a5dbf	eccf3b9f02c65e2840a9c27324ff40b87f3fd59dfe703d5194bb73b59d48d8a8
GCF_021976095.1	XP_046859971.1	XP_046852093.1	240:387	A_region_C	0.354407	fold_xp_046859971_1_xp_046852093_1.zip	8623c61969be7e14ea76590fa3388d0ec3d32b27b108271099032efefe5a5dbf	eccf3b9f02c65e2840a9c27324ff40b87f3fd59dfe703d5194bb73b59d48d8a8
GCF_021976095.1	XP_046859971.1	XP_046852093.1	240:387	B_region_C	0.638096	fold_xp_046859971_1_xp_046852093_1.zip	8623c61969be7e14ea76590fa3388d0ec3d32b27b108271099032efefe5a5dbf	eccf3b9f02c65e2840a9c27324ff40b87f3fd59dfe703d5194bb73b59d48d8a8
GCF_021976095.1	XP_046859971.1	XP_046853941.1	240:387	A_B	0.811892	fold_xp_046859971_1_xp_046853941_1.zip	366bcd8f5775076942fe52b9ab2a63143aa6d40f5c8c9176216ae2aba8a50802	eccf3b9f02c65e2840a9c27324ff40b87f3fd59dfe703d5194bb73b59d48d8a8
GCF_021976095.1	XP_046859971.1	XP_046853941.1	240:387	A_C	0.393224	fold_xp_046859971_1_xp_046853941_1.zip	366bcd8f5775076942fe52b9ab2a63143aa6d40f5c8c9176216ae2aba8a50802	eccf3b9f02c65e2840a9c27324ff40b87f3fd59dfe703d5194bb73b59d48d8a8
GCF_021976095.1	XP_046859971.1	XP_046853941.1	240:387	B_C	0.480197	fold_xp_046859971_1_xp_046853941_1.zip	366bcd8f5775076942fe52b9ab2a63143aa6d40f5c8c9176216ae2aba8a50802	eccf3b9f02c65e2840a9c27324ff40b87f3fd59dfe703d5194bb73b59d48d8a8
GCF_021976095.1	XP_046859971.1	XP_046853941.1	240:387	A_region_B_region	0.811892	fold_xp_046859971_1_xp_046853941_1.zip	366bcd8f5775076942fe52b9ab2a63143aa6d40f5c8c9176216ae2aba8a50802	eccf3b9f02c65e2840a9c27324ff40b87f3fd59dfe703d5194bb73b59d48d8a8
