Cluster Repr	Cluster Member
CM106381.1_K04984_dc1b4236	BLEZ01000122.1_K04984_3cd11ebd
CM106381.1_K04984_dc1b4236	JARQWQ010000065.1_K04984_05bd7c16
CM106381.1_K04984_dc1b4236	NC_058066.1_K04984_2ada62d5
CM106381.1_K04984_dc1b4236	NC_090049.1_K04984_d056a971
CM106381.1_K04984_dc1b4236	NC_090893.1_K04984_36983c44
CM106381.1_K04984_dc1b4236	RDEB01000228.1_K04984_3d3b46fb
CM106381.1_K04984_dc1b4236	BLAZ01000572.1_K04984_a6ef7b00
CM106381.1_K04984_dc1b4236	JARQWQ010000065.1_K04984_85c49ac1
CM106381.1_K04984_dc1b4236	NW_015441126.1_K04984_01e01d10
CM106381.1_K04984_dc1b4236	NC_090878.1_K04984_7bd7393d
CM106381.1_K04984_dc1b4236	OZ116703.1_K04984_17c102ac
CM106381.1_K04984_dc1b4236	OZ116703.1_K04984_956cb3f1
CM106381.1_K04984_dc1b4236	NW_025813483.1_K04984_7cc81fdc
CM106381.1_K04984_dc1b4236	XP_046848112.1
CM106381.1_K04984_dc1b4236	NW_018387937.1_K04984_44ccbf05
CM106381.1_K04984_dc1b4236	KAJ7385791.1
CM106381.1_K04984_dc1b4236	NC_090871.1_K04984_465328bf
CAB3982002.1	CAB3982002.1
CAB3988602.1	CAB3988602.1
CAB3996076.1	CAB3996076.1
CAB4008909.1	CAB4008909.1
CAB4008909.1	CAB4008908.1
CAB4008909.1	CACRXK020006267.1_K04984_863ea13c
CAB4008909.1	NW_025813483.1_K04984_faf321bb
CAB4010612.1	CAB4010612.1
CAB4010612.1	XP_028393683.1
CAB4010612.1	CAH3032872.1
CAB4010612.1	XP_020602333.1
CAB4010612.1	XP_022782774.1
CAB4010612.1	XP_027060124.1
CAB4010612.1	XP_058969224.1
CAB4010612.1	XP_058969232.1
CAB4010612.1	XP_058969224.2
CAB4010612.1	XP_058969232.2
CAB4010612.1	XP_032220894.1
CAB4010612.1	XP_032220895.1
CAB4010612.1	XP_032220896.1
CAB4010612.1	XP_048580529.1
CAB4010612.1	XP_048580531.1
CAB4010612.1	XP_048580532.1
CAB4010612.1	XP_048580533.1
CAB4010612.1	XP_020916818.1
CAB4010612.1	XP_020916817.1
CAB4010612.1	XP_031568188.1
CAB4010612.1	XP_068695693.1
CAB4010612.1	XP_067057409.1
CAB4010612.1	XP_068731021.1
CAB4012946.1	CAB4012946.1
CAB4012946.1	CAB4007512.1
CAB4012946.1	XP_028400144.1
CAB4012946.1	XP_028400134.1
CAH3172480.1	CAH3172480.1
CAH3172480.1	CAH3194060.1
CAH3172480.1	XP_073232218.1
CAH3172480.1	CAH3025811.1
CALNXK010000001.1_K20032_a7c13109	CALNXK010000001.1_K20032_a7c13109
CALNXK010000038.1_K21435_122e47db	CALNXK010000038.1_K21435_122e47db
CALNXK010000038.1_K21435_122e47db	XP_022805983.1
CALNXK010000038.1_K21435_122e47db	XP_022777644.1
CALNXK010000038.1_K21435_122e47db	KAJ7384854.1
CALNXK010000038.1_K21435_122e47db	CAH3195458.1
CALNXK010000038.1_K21435_122e47db	CALNXI010004278.1_K04984_814ffe64
CALNXK010000038.1_K21435_122e47db	CALNXK010000198.1_K12460_53a9638e
CALNXK010000038.1_K21435_122e47db	NC_133203.1_K21435_59b9750e
CALNXK010000038.1_K21435_122e47db	NC_133203.1_K21435_4586a880
CALNXK010000084.1_K04984_0df220fc	CALNXK010000084.1_K04984_0df220fc
CALNXK010000084.1_K04984_0df220fc	CALNXI010001654.1_K12460_ed9066fb
CALNXK010000084.1_K04984_0df220fc	NC_090876.1_K04984_810e0dc2
CALNXK010000084.1_K04984_0df220fc	NW_025322628.1_K10645_501dd472
CALNXK010000106.1_K10645_5a68f5bc	CALNXK010000106.1_K10645_5a68f5bc
CALNXK010000161.1_K12460_e53f49c0	CALNXK010000161.1_K12460_e53f49c0
CALNXK010000161.1_K12460_e53f49c0	CALNXK010000161.1_K24047_4dc1071e
CALNXK010000240.1_K04984_754bc9d5	CALNXK010000240.1_K04984_754bc9d5
CALNXK010000240.1_K21440_98320b6f	CALNXK010000240.1_K21440_98320b6f
CALNXK010000240.1_K21440_98320b6f	CAH3178494.1
CALNXK010000240.1_K21440_98320b6f	CAH3109017.1
CALNXK010000240.1_K21440_98320b6f	CAH3109052.1
CAH3038859.1	CAH3038859.1
CAH3039411.1	CAH3039411.1
CALNXJ010000010.1_K21413_696a40aa	CALNXJ010000010.1_K21413_696a40aa
CALNXJ010000010.1_K21413_696a40aa	MPSW01000781.1_K21413_e6b5b2d6
CALNXJ010000010.1_K21413_696a40aa	OZ116703.1_K21413_1aba0baf
CALNXJ010000010.1_K21413_696a40aa	NW_018149542.1_K21413_f0717424
CALNXJ010000010.1_K21413_696a40aa	NW_019217811.1_K21413_e30d5e67
CALNXJ010000010.1_K21413_696a40aa	NW_020844984.1_K21413_d39cb8f2
CALNXJ010000010.1_K21413_696a40aa	NW_021126381.1_K21413_e648d5cf
CALNXJ010000010.1_K21413_696a40aa	NW_022257949.1_K21413_defc84d7
CALNXJ010000010.1_K21413_696a40aa	NC_058077.1_K21413_e4c006cc
CALNXJ010000010.1_K21413_696a40aa	NC_089319.1_K21413_9dcb17da
OZ116700.1_K04984_9577b3f5	OZ116700.1_K04984_9577b3f5
OZ116700.1_K04984_9577b3f5	XP_068711920.1
OZ116700.1_K04984_9577b3f5	XP_068711919.1
NW_001833814.1_K20175_7174b78c	NW_001833814.1_K20175_7174b78c
NW_001833814.1_K20175_7174b78c	NW_001833814.1_K20175_9d86aefa
XP_032225830.1	XP_032225830.1
XP_032225830.1	XP_032225829.1
XP_032225832.1	XP_032225832.1
XP_032230472.1	XP_032230472.1
XP_032230472.1	XP_001626962.2
XP_032237199.1	XP_032237199.1
XP_032240155.1	XP_032240155.1
XP_032240155.1	XP_001634843.2
XP_032240155.1	XP_032240156.1
XP_032240155.1	XP_032240157.1
XP_032240155.1	XP_048585126.1
XP_032240155.1	XP_048585127.1
XP_032240155.1	XP_048585128.1
XP_032240155.1	XP_048585129.1
XP_032240155.1	XP_048585130.1
XP_032240155.1	XP_020603652.1
XP_032240155.1	XP_022796986.1
XP_032240155.1	CAH3139556.1
XP_032240155.1	XP_022796987.1
XP_032240155.1	XP_027041963.1
XP_032240155.1	XP_027041965.1
XP_032240155.1	XP_058973845.1
XP_032240155.1	XP_058973848.1
XP_032240155.1	XP_058973845.2
XP_032240155.1	XP_058973848.2
XP_032240155.1	XP_068746539.1
XP_032240155.1	XP_068746540.1
XP_032240155.1	XP_068746541.1
XP_032240155.1	XP_068746542.1
XP_032240155.1	XP_068708503.1
XP_032240155.1	XP_068708504.1
XP_032240155.1	XP_068708505.1
XP_032240155.1	XP_068708507.1
XP_032240155.1	XP_068708509.1
XP_032240155.1	XP_031554305.1
XP_032240155.1	XP_031554306.1
XP_032240155.1	XP_031554307.1
XP_032240155.1	XP_031554308.1
XP_032240155.1	XP_031554309.1
XP_032240155.1	XP_031554310.1
XP_032240155.1	XP_020908274.1
XP_032240155.1	XP_020908272.2
XP_032240155.1	XP_020908273.2
NW_015441151.1_K10325_7cabb5b3	NW_015441151.1_K10325_7cabb5b3
NW_015441698.1_K04984_0a9dc9bb	NW_015441698.1_K04984_0a9dc9bb
XP_015749930.1	XP_015749930.1
XP_015749930.1	XP_031562497.1
XP_015749930.1	XP_028518627.1
XP_015750656.1	XP_015750656.1
XP_044182512.1	XP_044182512.1
XP_044182512.1	XP_046840325.1
NW_025813481.1_K15009_22bda68b	NW_025813481.1_K15009_22bda68b
NW_025813481.1_K15009_22bda68b	NW_025813481.1_K15009_8d18a253
NW_025813481.1_K15009_998d7fc0	NW_025813481.1_K15009_998d7fc0
NW_025813481.1_K15009_998d7fc0	NW_025813481.1_K15009_77b011e3
XP_046845106.1	XP_046845106.1
XP_046845106.1	XP_046845107.1
XP_046852093.1	XP_046852093.1
XP_046852093.1	XP_046852094.1
XP_046852093.1	XP_046852095.1
XP_046853944.1	XP_046853944.1
XP_046853944.1	XP_046853943.1
XP_046853944.1	XP_046853942.1
XP_046853944.1	XP_046853941.1
XP_046860766.1	XP_046860766.1
XP_046863121.1	XP_046863121.1
XP_046863121.1	XP_031559250.1
XP_046863121.1	XP_031559249.1
XP_046863121.1	CAH3163115.1
XP_046863121.1	CAH3026634.1
XP_046863121.1	XP_073242283.1
XP_046863121.1	XP_073242284.1
XP_046863121.1	CAH3033301.1
XP_046863121.1	XP_022783988.1
XP_046863121.1	XP_022783996.1
XP_046863121.1	XP_027045056.1
XP_046863121.1	XP_058952601.1
XP_046863121.1	XP_058952601.2
XP_046863121.1	XP_066020797.1
XP_046863121.1	XP_068753580.1
XP_046863121.1	XP_068753579.1
XP_046863121.1	XP_068700511.1
XP_046863121.1	XP_068700509.1
XP_046863121.1	XP_032226794.1
XP_046863121.1	XP_048584122.1
XP_046863121.1	XP_029196814.1
XP_046863121.1	KAK2556534.1
XP_046863121.1	XP_015754239.1
XP_046863121.1	XP_029196815.1
XP_046863121.1	XP_029196814.2
XP_046863121.1	XP_029196815.2
XP_046863121.1	XP_067050220.1
