protein accession	genome accession	contig accession	sequence accession	locus start 1b	locus end 1b	strand	sequence length	feature type	feature index	feature position 1b	error
XP_022789210.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	20	12292	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	1	1839	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	2	2328	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	3	3049	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	4	3730	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	5	4173	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	6	5135	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	7	5366	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	8	5956	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	9	6606	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	10	7143	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	11	7773	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	12	7997	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	13	8574	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	14	9215	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	15	9530	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	16	10094	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	17	10312	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	18	10535	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	19	11006	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	dss	20	11913	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	1	2294	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	2	2799	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	3	3522	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	4	4015	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	5	5031	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	6	5269	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	7	5818	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	8	6394	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	9	7066	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	10	7638	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	11	7886	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	12	8373	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	13	9127	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	14	9450	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	15	9927	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	16	10255	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	17	10497	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	18	10831	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	19	11769	
XP_022789211.1	GCF_002571385.2	NW_019217908.1		516082	502770	-	13313	ass	20	12292	
XP_022798720.1	GCF_002571385.2	NW_019218098.1		130103	133588	+	3486	dss	1	531	
XP_022798720.1	GCF_002571385.2	NW_019218098.1		130103	133588	+	3486	dss	2	1181	
XP_022798720.1	GCF_002571385.2	NW_019218098.1		130103	133588	+	3486	dss	3	1584	
XP_022798720.1	GCF_002571385.2	NW_019218098.1		130103	133588	+	3486	dss	4	2124	
XP_022798720.1	GCF_002571385.2	NW_019218098.1		130103	133588	+	3486	dss	5	2679	
XP_022798720.1	GCF_002571385.2	NW_019218098.1		130103	133588	+	3486	ass	1	1076	
XP_022798720.1	GCF_002571385.2	NW_019218098.1		130103	133588	+	3486	ass	2	1350	
XP_022798720.1	GCF_002571385.2	NW_019218098.1		130103	133588	+	3486	ass	3	2036	
XP_022798720.1	GCF_002571385.2	NW_019218098.1		130103	133588	+	3486	ass	4	2393	
XP_022798720.1	GCF_002571385.2	NW_019218098.1		130103	133588	+	3486	ass	5	2992	
XP_022798721.1	GCF_002571385.2	NW_019218098.1		130103	133595	+	3493	dss	1	531	
XP_022798721.1	GCF_002571385.2	NW_019218098.1		130103	133595	+	3493	dss	2	1181	
XP_022798721.1	GCF_002571385.2	NW_019218098.1		130103	133595	+	3493	dss	3	1584	
XP_022798721.1	GCF_002571385.2	NW_019218098.1		130103	133595	+	3493	dss	4	2124	
XP_022798721.1	GCF_002571385.2	NW_019218098.1		130103	133595	+	3493	dss	5	2641	
XP_022798721.1	GCF_002571385.2	NW_019218098.1		130103	133595	+	3493	ass	1	1076	
XP_022798721.1	GCF_002571385.2	NW_019218098.1		130103	133595	+	3493	ass	2	1350	
XP_022798721.1	GCF_002571385.2	NW_019218098.1		130103	133595	+	3493	ass	3	2036	
XP_022798721.1	GCF_002571385.2	NW_019218098.1		130103	133595	+	3493	ass	4	2393	
XP_022798721.1	GCF_002571385.2	NW_019218098.1		130103	133595	+	3493	ass	5	2992	
XP_022801431.1	GCF_002571385.2	NW_019218178.1		124794	130638	+	5845	dss	1	565	
XP_022801431.1	GCF_002571385.2	NW_019218178.1		124794	130638	+	5845	dss	2	1854	
XP_022801431.1	GCF_002571385.2	NW_019218178.1		124794	130638	+	5845	dss	3	2680	
XP_022801431.1	GCF_002571385.2	NW_019218178.1		124794	130638	+	5845	dss	4	3794	
XP_022801431.1	GCF_002571385.2	NW_019218178.1		124794	130638	+	5845	ass	1	1692	
XP_022801431.1	GCF_002571385.2	NW_019218178.1		124794	130638	+	5845	ass	2	2290	
XP_022801431.1	GCF_002571385.2	NW_019218178.1		124794	130638	+	5845	ass	3	3582	
XP_022801431.1	GCF_002571385.2	NW_019218178.1		124794	130638	+	5845	ass	4	4519	
XP_022801432.1	GCF_002571385.2	NW_019218178.1		148844	155924	+	7081	dss	1	174	
XP_022801432.1	GCF_002571385.2	NW_019218178.1		148844	155924	+	7081	dss	2	772	
XP_022801432.1	GCF_002571385.2	NW_019218178.1		148844	155924	+	7081	dss	3	2200	
XP_022801432.1	GCF_002571385.2	NW_019218178.1		148844	155924	+	7081	dss	4	3240	
XP_022801432.1	GCF_002571385.2	NW_019218178.1		148844	155924	+	7081	dss	5	3947	
XP_022801432.1	GCF_002571385.2	NW_019218178.1		148844	155924	+	7081	dss	6	5544	
XP_022801432.1	GCF_002571385.2	NW_019218178.1		148844	155924	+	7081	ass	1	313	
XP_022801432.1	GCF_002571385.2	NW_019218178.1		148844	155924	+	7081	ass	2	2098	
XP_022801432.1	GCF_002571385.2	NW_019218178.1		148844	155924	+	7081	ass	3	3030	
XP_022801432.1	GCF_002571385.2	NW_019218178.1		148844	155924	+	7081	ass	4	3859	
XP_022801432.1	GCF_002571385.2	NW_019218178.1		148844	155924	+	7081	ass	5	5299	
XP_022801432.1	GCF_002571385.2	NW_019218178.1		148844	155924	+	7081	ass	6	6051	
XP_022801433.1	GCF_002571385.2	NW_019218178.1		147522	155924	+	8403	dss	1	1496	
XP_022801433.1	GCF_002571385.2	NW_019218178.1		147522	155924	+	8403	dss	2	2094	
XP_022801433.1	GCF_002571385.2	NW_019218178.1		147522	155924	+	8403	dss	3	3522	
XP_022801433.1	GCF_002571385.2	NW_019218178.1		147522	155924	+	8403	dss	4	4562	
XP_022801433.1	GCF_002571385.2	NW_019218178.1		147522	155924	+	8403	dss	5	5269	
XP_022801433.1	GCF_002571385.2	NW_019218178.1		147522	155924	+	8403	dss	6	6866	
XP_022801433.1	GCF_002571385.2	NW_019218178.1		147522	155924	+	8403	ass	1	1635	
XP_022801433.1	GCF_002571385.2	NW_019218178.1		147522	155924	+	8403	ass	2	3420	
XP_022801433.1	GCF_002571385.2	NW_019218178.1		147522	155924	+	8403	ass	3	4352	
XP_022801433.1	GCF_002571385.2	NW_019218178.1		147522	155924	+	8403	ass	4	5181	
XP_022801433.1	GCF_002571385.2	NW_019218178.1		147522	155924	+	8403	ass	5	6621	
XP_022801433.1	GCF_002571385.2	NW_019218178.1		147522	155924	+	8403	ass	6	7373	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	dss	1	1757	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	dss	2	2352	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	dss	3	3100	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	dss	4	3859	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	dss	5	4346	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	dss	6	4853	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	dss	7	5072	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	dss	8	5398	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	dss	9	6072	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	dss	10	6619	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	dss	11	7255	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	dss	12	7483	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	dss	13	8040	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	dss	14	8320	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	dss	15	8849	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	dss	16	9746	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	dss	17	10267	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	dss	18	10513	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	dss	19	10886	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	dss	20	11289	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	ass	1	2318	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	ass	2	2850	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	ass	3	3645	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	ass	4	4188	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	ass	5	4749	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	ass	6	4975	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	ass	7	5260	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	ass	8	5860	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	ass	9	6524	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	ass	10	7120	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	ass	11	7372	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	ass	12	7839	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	ass	13	8232	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	ass	14	8769	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	ass	15	9579	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	ass	16	10210	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	ass	17	10475	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	ass	18	10711	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	ass	19	11139	
XP_027038010.1	GCF_003704095.1	NW_020844363.1		727337	739933	+	12597	ass	20	11654	
XP_027051378.1	GCF_003704095.1	NW_020843386.1		48366	54659	+	6294	dss	1	153	
XP_027051378.1	GCF_003704095.1	NW_020843386.1		48366	54659	+	6294	dss	2	735	
XP_027051378.1	GCF_003704095.1	NW_020843386.1		48366	54659	+	6294	dss	3	2203	
XP_027051378.1	GCF_003704095.1	NW_020843386.1		48366	54659	+	6294	dss	4	2951	
XP_027051378.1	GCF_003704095.1	NW_020843386.1		48366	54659	+	6294	dss	5	3879	
XP_027051378.1	GCF_003704095.1	NW_020843386.1		48366	54659	+	6294	dss	6	5223	
XP_027051378.1	GCF_003704095.1	NW_020843386.1		48366	54659	+	6294	ass	1	291	
XP_027051378.1	GCF_003704095.1	NW_020843386.1		48366	54659	+	6294	ass	2	2101	
XP_027051378.1	GCF_003704095.1	NW_020843386.1		48366	54659	+	6294	ass	3	2741	
XP_027051378.1	GCF_003704095.1	NW_020843386.1		48366	54659	+	6294	ass	4	3791	
XP_027051378.1	GCF_003704095.1	NW_020843386.1		48366	54659	+	6294	ass	5	4978	
XP_027051378.1	GCF_003704095.1	NW_020843386.1		48366	54659	+	6294	ass	6	5993	
XP_027051450.1	GCF_003704095.1	NW_020843386.1		47033	54659	+	7627	dss	1	1486	
XP_027051450.1	GCF_003704095.1	NW_020843386.1		47033	54659	+	7627	dss	2	2068	
XP_027051450.1	GCF_003704095.1	NW_020843386.1		47033	54659	+	7627	dss	3	3536	
XP_027051450.1	GCF_003704095.1	NW_020843386.1		47033	54659	+	7627	dss	4	4284	
XP_027051450.1	GCF_003704095.1	NW_020843386.1		47033	54659	+	7627	dss	5	5212	
XP_027051450.1	GCF_003704095.1	NW_020843386.1		47033	54659	+	7627	dss	6	6556	
XP_027051450.1	GCF_003704095.1	NW_020843386.1		47033	54659	+	7627	ass	1	1624	
XP_027051450.1	GCF_003704095.1	NW_020843386.1		47033	54659	+	7627	ass	2	3434	
XP_027051450.1	GCF_003704095.1	NW_020843386.1		47033	54659	+	7627	ass	3	4074	
XP_027051450.1	GCF_003704095.1	NW_020843386.1		47033	54659	+	7627	ass	4	5124	
XP_027051450.1	GCF_003704095.1	NW_020843386.1		47033	54659	+	7627	ass	5	6311	
XP_027051450.1	GCF_003704095.1	NW_020843386.1		47033	54659	+	7627	ass	6	7326	
XP_027052644.1	GCF_003704095.1	NW_020843386.1		29293	34514	+	5222	dss	1	573	
XP_027052644.1	GCF_003704095.1	NW_020843386.1		29293	34514	+	5222	dss	2	1890	
XP_027052644.1	GCF_003704095.1	NW_020843386.1		29293	34514	+	5222	dss	3	3099	
XP_027052644.1	GCF_003704095.1	NW_020843386.1		29293	34514	+	5222	dss	4	3661	
XP_027052644.1	GCF_003704095.1	NW_020843386.1		29293	34514	+	5222	ass	1	1728	
XP_027052644.1	GCF_003704095.1	NW_020843386.1		29293	34514	+	5222	ass	2	2709	
XP_027052644.1	GCF_003704095.1	NW_020843386.1		29293	34514	+	5222	ass	3	3449	
XP_027052644.1	GCF_003704095.1	NW_020843386.1		29293	34514	+	5222	ass	4	4301	
XP_027057621.1	GCF_003704095.1	NW_020847384.1		196918	201120	+	4203	dss	1	551	
XP_027057621.1	GCF_003704095.1	NW_020847384.1		196918	201120	+	4203	dss	2	1205	
XP_027057621.1	GCF_003704095.1	NW_020847384.1		196918	201120	+	4203	dss	3	1602	
XP_027057621.1	GCF_003704095.1	NW_020847384.1		196918	201120	+	4203	dss	4	2109	
XP_027057621.1	GCF_003704095.1	NW_020847384.1		196918	201120	+	4203	dss	5	2680	
XP_027057621.1	GCF_003704095.1	NW_020847384.1		196918	201120	+	4203	ass	1	1100	
XP_027057621.1	GCF_003704095.1	NW_020847384.1		196918	201120	+	4203	ass	2	1368	
XP_027057621.1	GCF_003704095.1	NW_020847384.1		196918	201120	+	4203	ass	3	2021	
XP_027057621.1	GCF_003704095.1	NW_020847384.1		196918	201120	+	4203	ass	4	2394	
XP_027057621.1	GCF_003704095.1	NW_020847384.1		196918	201120	+	4203	ass	5	3007	
XP_027057623.1	GCF_003704095.1	NW_020847384.1		197062	201120	+	4059	dss	1	407	
XP_027057623.1	GCF_003704095.1	NW_020847384.1		197062	201120	+	4059	dss	2	1061	
XP_027057623.1	GCF_003704095.1	NW_020847384.1		197062	201120	+	4059	dss	3	1458	
XP_027057623.1	GCF_003704095.1	NW_020847384.1		197062	201120	+	4059	dss	4	1965	
XP_027057623.1	GCF_003704095.1	NW_020847384.1		197062	201120	+	4059	dss	5	2498	
XP_027057623.1	GCF_003704095.1	NW_020847384.1		197062	201120	+	4059	ass	1	956	
XP_027057623.1	GCF_003704095.1	NW_020847384.1		197062	201120	+	4059	ass	2	1224	
XP_027057623.1	GCF_003704095.1	NW_020847384.1		197062	201120	+	4059	ass	3	1877	
XP_027057623.1	GCF_003704095.1	NW_020847384.1		197062	201120	+	4059	ass	4	2250	
XP_027057623.1	GCF_003704095.1	NW_020847384.1		197062	201120	+	4059	ass	5	2863	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	dss	1	2904	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	dss	2	3652	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	dss	3	4522	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	dss	4	5287	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	dss	5	5914	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	dss	6	6438	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	dss	7	7319	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	dss	8	8469	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	dss	9	9419	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	dss	10	11851	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	dss	11	12869	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	dss	12	13575	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	dss	13	13917	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	dss	14	15015	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	dss	15	15185	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	dss	16	15797	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	dss	17	16664	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	dss	18	17088	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	dss	19	17448	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	dss	20	18498	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	ass	1	3618	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	ass	2	4272	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	ass	3	5076	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	ass	4	5756	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	ass	5	6334	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	ass	6	7225	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	ass	7	8331	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	ass	8	9225	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	ass	9	11792	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	ass	10	12728	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	ass	11	13464	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	ass	12	13716	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	ass	13	14927	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	ass	14	15105	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	ass	15	15630	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	ass	16	16613	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	ass	17	17050	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	ass	18	17279	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	ass	19	18348	
XP_029186950.1	GCF_004143615.1	NW_021126402.1		1019166	1038743	+	19578	ass	20	18791	
XP_029197502.1	GCF_004143615.1	NW_021126503.1		450767	454870	+	4104	dss	1	782	
XP_029197502.1	GCF_004143615.1	NW_021126503.1		450767	454870	+	4104	dss	2	1310	
XP_029197502.1	GCF_004143615.1	NW_021126503.1		450767	454870	+	4104	dss	3	1724	
XP_029197502.1	GCF_004143615.1	NW_021126503.1		450767	454870	+	4104	dss	4	2658	
XP_029197502.1	GCF_004143615.1	NW_021126503.1		450767	454870	+	4104	dss	5	3280	
XP_029197502.1	GCF_004143615.1	NW_021126503.1		450767	454870	+	4104	ass	1	1205	
XP_029197502.1	GCF_004143615.1	NW_021126503.1		450767	454870	+	4104	ass	2	1490	
XP_029197502.1	GCF_004143615.1	NW_021126503.1		450767	454870	+	4104	ass	3	2570	
XP_029197502.1	GCF_004143615.1	NW_021126503.1		450767	454870	+	4104	ass	4	3032	
XP_029197502.1	GCF_004143615.1	NW_021126503.1		450767	454870	+	4104	ass	5	3469	
XP_029214161.1	GCF_004143615.1	NW_021127414.1		139739	146298	+	6560	dss	1	829	
XP_029214161.1	GCF_004143615.1	NW_021127414.1		139739	146298	+	6560	dss	2	3279	
XP_029214161.1	GCF_004143615.1	NW_021127414.1		139739	146298	+	6560	dss	3	4034	
XP_029214161.1	GCF_004143615.1	NW_021127414.1		139739	146298	+	6560	dss	4	4787	
XP_029214161.1	GCF_004143615.1	NW_021127414.1		139739	146298	+	6560	ass	1	3168	
XP_029214161.1	GCF_004143615.1	NW_021127414.1		139739	146298	+	6560	ass	2	3644	
XP_029214161.1	GCF_004143615.1	NW_021127414.1		139739	146298	+	6560	ass	3	4578	
XP_029214161.1	GCF_004143615.1	NW_021127414.1		139739	146298	+	6560	ass	4	6052	
XP_029214164.1	GCF_004143615.1	NW_021127414.1		164486	176074	+	11589	dss	1	805	
XP_029214164.1	GCF_004143615.1	NW_021127414.1		164486	176074	+	11589	dss	2	1289	
XP_029214164.1	GCF_004143615.1	NW_021127414.1		164486	176074	+	11589	dss	3	4045	
XP_029214164.1	GCF_004143615.1	NW_021127414.1		164486	176074	+	11589	dss	4	6943	
XP_029214164.1	GCF_004143615.1	NW_021127414.1		164486	176074	+	11589	dss	5	8515	
XP_029214164.1	GCF_004143615.1	NW_021127414.1		164486	176074	+	11589	dss	6	10257	
XP_029214164.1	GCF_004143615.1	NW_021127414.1		164486	176074	+	11589	ass	1	941	
XP_029214164.1	GCF_004143615.1	NW_021127414.1		164486	176074	+	11589	ass	2	3943	
XP_029214164.1	GCF_004143615.1	NW_021127414.1		164486	176074	+	11589	ass	3	6730	
XP_029214164.1	GCF_004143615.1	NW_021127414.1		164486	176074	+	11589	ass	4	8427	
XP_029214164.1	GCF_004143615.1	NW_021127414.1		164486	176074	+	11589	ass	5	10012	
XP_029214164.1	GCF_004143615.1	NW_021127414.1		164486	176074	+	11589	ass	6	10725	
XP_028396366.1	GCF_004324835.1	NW_021163025.1		2485231	2482732	-	2500	dss	1	648	
XP_028396366.1	GCF_004324835.1	NW_021163025.1		2485231	2482732	-	2500	dss	2	1632	
XP_028396366.1	GCF_004324835.1	NW_021163025.1		2485231	2482732	-	2500	dss	3	1812	
XP_028396366.1	GCF_004324835.1	NW_021163025.1		2485231	2482732	-	2500	ass	1	1301	
XP_028396366.1	GCF_004324835.1	NW_021163025.1		2485231	2482732	-	2500	ass	2	1724	
XP_028396366.1	GCF_004324835.1	NW_021163025.1		2485231	2482732	-	2500	ass	3	1947	
XP_028400134.1	GCF_004324835.1	NW_021163011.1		5714655	5709876	-	4780	dss	1	55	
XP_028400134.1	GCF_004324835.1	NW_021163011.1		5714655	5709876	-	4780	dss	2	1683	
XP_028400134.1	GCF_004324835.1	NW_021163011.1		5714655	5709876	-	4780	dss	3	2114	
XP_028400134.1	GCF_004324835.1	NW_021163011.1		5714655	5709876	-	4780	dss	4	2903	
XP_028400134.1	GCF_004324835.1	NW_021163011.1		5714655	5709876	-	4780	dss	5	3589	
XP_028400134.1	GCF_004324835.1	NW_021163011.1		5714655	5709876	-	4780	dss	6	4025	
XP_028400134.1	GCF_004324835.1	NW_021163011.1		5714655	5709876	-	4780	ass	1	1208	
XP_028400134.1	GCF_004324835.1	NW_021163011.1		5714655	5709876	-	4780	ass	2	2015	
XP_028400134.1	GCF_004324835.1	NW_021163011.1		5714655	5709876	-	4780	ass	3	2675	
XP_028400134.1	GCF_004324835.1	NW_021163011.1		5714655	5709876	-	4780	ass	4	3501	
XP_028400134.1	GCF_004324835.1	NW_021163011.1		5714655	5709876	-	4780	ass	5	3792	
XP_028400134.1	GCF_004324835.1	NW_021163011.1		5714655	5709876	-	4780	ass	6	4341	
XP_028400144.1	GCF_004324835.1	NW_021163011.1		5715949	5709876	-	6074	dss	1	2977	
XP_028400144.1	GCF_004324835.1	NW_021163011.1		5715949	5709876	-	6074	dss	2	3408	
XP_028400144.1	GCF_004324835.1	NW_021163011.1		5715949	5709876	-	6074	dss	3	4197	
XP_028400144.1	GCF_004324835.1	NW_021163011.1		5715949	5709876	-	6074	dss	4	4883	
XP_028400144.1	GCF_004324835.1	NW_021163011.1		5715949	5709876	-	6074	dss	5	5319	
XP_028400144.1	GCF_004324835.1	NW_021163011.1		5715949	5709876	-	6074	ass	1	3309	
XP_028400144.1	GCF_004324835.1	NW_021163011.1		5715949	5709876	-	6074	ass	2	3969	
XP_028400144.1	GCF_004324835.1	NW_021163011.1		5715949	5709876	-	6074	ass	3	4795	
XP_028400144.1	GCF_004324835.1	NW_021163011.1		5715949	5709876	-	6074	ass	4	5086	
XP_028400144.1	GCF_004324835.1	NW_021163011.1		5715949	5709876	-	6074	ass	5	5635	
XP_028400154.1	GCF_004324835.1	NW_021163011.1		5721930	5717295	-	4636	dss	1	182	
XP_028400154.1	GCF_004324835.1	NW_021163011.1		5721930	5717295	-	4636	dss	2	2059	
XP_028400154.1	GCF_004324835.1	NW_021163011.1		5721930	5717295	-	4636	dss	3	2598	
XP_028400154.1	GCF_004324835.1	NW_021163011.1		5721930	5717295	-	4636	dss	4	3115	
