zipfile	zipfile_sha256	model	A_B_pDockQ2_max	A_C_pDockQ2_max	B_C_pDockQ2_max	A_265-405_B_265-405_pDockQ2_max	A_265-405_C_all_pDockQ2_max	B_265-405_C_all_pDockQ2_max
fold_nv_xp_028404342.zip	21014b7268d465828e07d316a134c5bc80e212123289fb2b79def926fbcf64bf	1	0.146647	0.229683	0.186450	0.748848	0.229683	0.186450
fold_nv_xp_028404342.zip	21014b7268d465828e07d316a134c5bc80e212123289fb2b79def926fbcf64bf	2	0.177364	0.241373	0.184528	0.754010	0.241373	0.184528
fold_nv_xp_028404342.zip	21014b7268d465828e07d316a134c5bc80e212123289fb2b79def926fbcf64bf	3	0.326641	0.225520	0.208307	0.737951	0.225520	0.208307
fold_nv_xp_028404342.zip	21014b7268d465828e07d316a134c5bc80e212123289fb2b79def926fbcf64bf	4	0.181544	0.236096	0.175271	0.767504	0.236096	0.221140
fold_nv_xp_028396366.zip	00bcfc8fcf954279372f46df0943831c6418200c5524e11f3d7c726958d008bf	0	0.123688	0.262129	0.040239	0.700614	0.262129	0.046398
fold_nv_xp_028396366.zip	00bcfc8fcf954279372f46df0943831c6418200c5524e11f3d7c726958d008bf	1	0.139995	0.124949	0.054595	0.709065	0.205767	0.069773
fold_nv_xp_028396366.zip	00bcfc8fcf954279372f46df0943831c6418200c5524e11f3d7c726958d008bf	2	0.223671	0.360775	0.087041	0.714834	0.360775	0.087041
fold_nv_xp_028396366.zip	00bcfc8fcf954279372f46df0943831c6418200c5524e11f3d7c726958d008bf	3	0.115707	0.109992	0.029451	0.250393	0.444482	0.037401
fold_nv_xp_028396366.zip	00bcfc8fcf954279372f46df0943831c6418200c5524e11f3d7c726958d008bf	4	0.109872	0.163634	0.137736	0.709608	0.333061	0.188070
fold_nv_cah3146079.zip	774b42b0a2ce21833a5a0043041b37bbb73332cb71d30fbc60887804e6f12c65	0	0.437853	0.008926	0.008924	0.437853	0.009116	0.000000
fold_nv_cah3146079.zip	774b42b0a2ce21833a5a0043041b37bbb73332cb71d30fbc60887804e6f12c65	1	0.475295	0.009179	0.008968	0.475295	0.009021	0.008863
fold_nv_cah3146079.zip	774b42b0a2ce21833a5a0043041b37bbb73332cb71d30fbc60887804e6f12c65	2	0.098299	0.009715	0.009503	0.382726	0.009715	0.009503
fold_nv_cah3146079.zip	774b42b0a2ce21833a5a0043041b37bbb73332cb71d30fbc60887804e6f12c65	3	0.500968	0.009152	0.009247	0.500968	0.008873	0.009042
fold_nv_cah3146079.zip	774b42b0a2ce21833a5a0043041b37bbb73332cb71d30fbc60887804e6f12c65	4	0.502826	0.009093	0.009150	0.502826	0.009115	0.009007
fold_nv_cah3198638.zip	d1c43dbbdf7df8698e568ffe37eaae38b630386c13a87703995f6eabb3d34328	0	0.753496	0.276608	0.221340	0.753496	0.276608	0.221340
fold_nv_cah3198638.zip	d1c43dbbdf7df8698e568ffe37eaae38b630386c13a87703995f6eabb3d34328	1	0.077547	0.276471	0.248590	0.753724	0.276471	0.248590
fold_nv_cah3198638.zip	d1c43dbbdf7df8698e568ffe37eaae38b630386c13a87703995f6eabb3d34328	2	0.235110	0.293830	0.244165	0.740284	0.293830	0.244165
fold_nv_cah3198638.zip	d1c43dbbdf7df8698e568ffe37eaae38b630386c13a87703995f6eabb3d34328	3	0.600508	0.291571	0.328430	0.764979	0.291571	0.328430
fold_nv_cah3198638.zip	d1c43dbbdf7df8698e568ffe37eaae38b630386c13a87703995f6eabb3d34328	4	0.753011	0.029954	0.038088	0.753011	0.286403	0.229712
fold_nv_kaj7378282.zip	1447adfd3b314216d4d829ff768db5fca351d1c3c74500b4f0fc7901ab462af5	0	0.092975	0.009723	0.000000	0.327798	0.009723	0.000000
fold_nv_kaj7378282.zip	1447adfd3b314216d4d829ff768db5fca351d1c3c74500b4f0fc7901ab462af5	1	0.065209	0.008980	0.000000	0.424580	0.009028	0.000000
fold_nv_kaj7378282.zip	1447adfd3b314216d4d829ff768db5fca351d1c3c74500b4f0fc7901ab462af5	2	0.396939	0.009618	0.009248	0.396939	0.000000	0.000000
fold_nv_kaj7378282.zip	1447adfd3b314216d4d829ff768db5fca351d1c3c74500b4f0fc7901ab462af5	3	0.376801	0.008908	0.008870	0.376801	0.008467	0.009032
fold_nv_kaj7378282.zip	1447adfd3b314216d4d829ff768db5fca351d1c3c74500b4f0fc7901ab462af5	4	0.047132	0.009397	0.009025	0.341298	0.009397	0.009149
fold_nv_kak2566508.zip	40960485ec03e98b8fc98bc345a4f8ee9dd64645498ab4d1ad7b3bc1cc63f4f9	0	0.787338	0.400365	0.272867	0.787338	0.400365	0.272867
fold_nv_kak2566508.zip	40960485ec03e98b8fc98bc345a4f8ee9dd64645498ab4d1ad7b3bc1cc63f4f9	1	0.778464	0.427651	0.326267	0.778464	0.427651	0.326267
fold_nv_kak2566508.zip	40960485ec03e98b8fc98bc345a4f8ee9dd64645498ab4d1ad7b3bc1cc63f4f9	2	0.787094	0.498912	0.287914	0.787094	0.498912	0.287914
fold_nv_kak2566508.zip	40960485ec03e98b8fc98bc345a4f8ee9dd64645498ab4d1ad7b3bc1cc63f4f9	3	0.177626	0.504394	0.256726	0.780061	0.504394	0.256726
fold_nv_kak2566508.zip	40960485ec03e98b8fc98bc345a4f8ee9dd64645498ab4d1ad7b3bc1cc63f4f9	4	0.780391	0.390557	0.345711	0.780391	0.390557	0.345711
fold_nv_xp_020614015.zip	6019621ba78db83d29752a74fe820cf29723c06f0b24dc0e43d5421625f349dc	0	0.776547	0.377920	0.324337	0.776547	0.377920	0.324337
fold_nv_xp_020614015.zip	6019621ba78db83d29752a74fe820cf29723c06f0b24dc0e43d5421625f349dc	1	0.135580	0.432687	0.238551	0.757883	0.432687	0.238551
fold_nv_xp_020614015.zip	6019621ba78db83d29752a74fe820cf29723c06f0b24dc0e43d5421625f349dc	2	0.115075	0.390747	0.187074	0.748837	0.390747	0.268696
fold_nv_xp_020614015.zip	6019621ba78db83d29752a74fe820cf29723c06f0b24dc0e43d5421625f349dc	3	0.776354	0.332647	0.126324	0.776354	0.332647	0.264334
fold_nv_xp_020614015.zip	6019621ba78db83d29752a74fe820cf29723c06f0b24dc0e43d5421625f349dc	4	0.767339	0.407688	0.199798	0.767339	0.407688	0.199798
fold_nv_xp_020903771.zip	bc76008bdd7fa7f24807dc5659c8764f49a1741ccfb684c28a7d1facbc819963	0	0.143583	0.110138	0.013590	0.546062	0.110138	0.013590
fold_nv_xp_020903771.zip	bc76008bdd7fa7f24807dc5659c8764f49a1741ccfb684c28a7d1facbc819963	1	0.362466	0.114808	0.013621	0.582553	0.114808	0.013621
fold_nv_xp_020903771.zip	bc76008bdd7fa7f24807dc5659c8764f49a1741ccfb684c28a7d1facbc819963	2	0.344848	0.025268	0.000000	0.545601	0.113746	0.000000
fold_nv_xp_020903771.zip	bc76008bdd7fa7f24807dc5659c8764f49a1741ccfb684c28a7d1facbc819963	3	0.429599	0.095553	0.013462	0.429599	0.095553	0.013462
fold_nv_xp_020903771.zip	bc76008bdd7fa7f24807dc5659c8764f49a1741ccfb684c28a7d1facbc819963	4	0.423209	0.113673	0.013399	0.423209	0.113673	0.013399
fold_nv_xp_020904317.zip	b89eb7084af357ec7dd7b7781ff37f5c9b188ba9ae554439ec7dcaca92b0a7d6	0	0.598086	0.047575	0.021407	0.598086	0.047575	0.021407
fold_nv_xp_020904317.zip	b89eb7084af357ec7dd7b7781ff37f5c9b188ba9ae554439ec7dcaca92b0a7d6	1	0.092939	0.092129	0.021121	0.592348	0.092129	0.021121
fold_nv_xp_020904317.zip	b89eb7084af357ec7dd7b7781ff37f5c9b188ba9ae554439ec7dcaca92b0a7d6	2	0.115391	0.033745	0.013906	0.561226	0.033745	0.018444
fold_nv_xp_020904317.zip	b89eb7084af357ec7dd7b7781ff37f5c9b188ba9ae554439ec7dcaca92b0a7d6	3	0.133761	0.082064	0.018426	0.555958	0.122123	0.018426
fold_nv_xp_020904317.zip	b89eb7084af357ec7dd7b7781ff37f5c9b188ba9ae554439ec7dcaca92b0a7d6	4	0.142777	0.051795	0.024111	0.564041	0.085953	0.024111
fold_nv_xp_022789210.zip	b41d62dc8fcaef6d767647fbf3a02411eeb0c782931870bcbb1889df536d18c3	0	0.029323	0.022727	0.013684	0.104802	0.027207	0.024604
fold_nv_xp_022789210.zip	b41d62dc8fcaef6d767647fbf3a02411eeb0c782931870bcbb1889df536d18c3	1	0.052134	0.022862	0.022972	0.090042	0.029044	0.022972
fold_nv_xp_022789210.zip	b41d62dc8fcaef6d767647fbf3a02411eeb0c782931870bcbb1889df536d18c3	2	0.029458	0.018265	0.018300	0.095615	0.019172	0.022845
fold_nv_xp_022789210.zip	b41d62dc8fcaef6d767647fbf3a02411eeb0c782931870bcbb1889df536d18c3	3	0.101872	0.016482	0.009427	0.101872	0.024616	0.009512
fold_nv_xp_022789210.zip	b41d62dc8fcaef6d767647fbf3a02411eeb0c782931870bcbb1889df536d18c3	4	0.000000	0.020167	0.009692	0.000000	0.021280	0.009692
fold_nv_xp_022798720.zip	57d39fba90973e9ef9d3d8c2c7c3d55516d82c3fb281d81d6763b860c41c35a3	0	0.741106	0.330149	0.092830	0.741106	0.330149	0.354682
fold_nv_xp_022798720.zip	57d39fba90973e9ef9d3d8c2c7c3d55516d82c3fb281d81d6763b860c41c35a3	1	0.493656	0.342108	0.115017	0.493656	0.342108	0.259135
fold_nv_xp_022798720.zip	57d39fba90973e9ef9d3d8c2c7c3d55516d82c3fb281d81d6763b860c41c35a3	2	0.533087	0.314800	0.070182	0.533087	0.314800	0.292119
fold_nv_xp_022798720.zip	57d39fba90973e9ef9d3d8c2c7c3d55516d82c3fb281d81d6763b860c41c35a3	3	0.739840	0.354084	0.059383	0.739840	0.354084	0.376698
fold_nv_xp_022798720.zip	57d39fba90973e9ef9d3d8c2c7c3d55516d82c3fb281d81d6763b860c41c35a3	4	0.045222	0.267696	0.044725	0.045222	0.267696	0.211864
fold_nv_xp_027051450.zip	36981a0662e766d09276af734837dccd4a6cfb29159b5523955020f71a61611c	0	0.271359	0.298581	0.236794	0.737600	0.298581	0.236794
fold_nv_xp_027051450.zip	36981a0662e766d09276af734837dccd4a6cfb29159b5523955020f71a61611c	1	0.016220	0.247959	0.132000	0.706560	0.247959	0.132000
fold_nv_xp_027051450.zip	36981a0662e766d09276af734837dccd4a6cfb29159b5523955020f71a61611c	2	0.153269	0.291857	0.167900	0.724356	0.291857	0.167900
fold_nv_xp_027051450.zip	36981a0662e766d09276af734837dccd4a6cfb29159b5523955020f71a61611c	3	0.139134	0.290395	0.132675	0.716466	0.290395	0.161616
fold_nv_xp_027051450.zip	36981a0662e766d09276af734837dccd4a6cfb29159b5523955020f71a61611c	4	0.133262	0.284627	0.153358	0.729466	0.284627	0.153358
fold_nv_xp_027057621.zip	30207bca062a0060547956cde1bf2d260b19c6f5994e88e47b35569fa669ab34	0	0.756464	0.320289	0.148733	0.756464	0.320289	0.359163
fold_nv_xp_027057621.zip	30207bca062a0060547956cde1bf2d260b19c6f5994e88e47b35569fa669ab34	1	0.750104	0.297697	0.056339	0.750104	0.297697	0.392612
fold_nv_xp_027057621.zip	30207bca062a0060547956cde1bf2d260b19c6f5994e88e47b35569fa669ab34	2	0.750087	0.307570	0.111014	0.750087	0.307570	0.401011
fold_nv_xp_027057621.zip	30207bca062a0060547956cde1bf2d260b19c6f5994e88e47b35569fa669ab34	3	0.391601	0.331881	0.250972	0.763766	0.331881	0.422088
fold_nv_xp_027057621.zip	30207bca062a0060547956cde1bf2d260b19c6f5994e88e47b35569fa669ab34	4	0.172452	0.324080	0.217302	0.763238	0.324080	0.364836
fold_nv_xp_031569757.zip	590c8a560a9df5b18353298a579c662a7c51faaf983fb207bf861b51fd4ced0d	0	0.170524	0.293160	0.172208	0.729719	0.293160	0.172208
fold_nv_xp_031569757.zip	590c8a560a9df5b18353298a579c662a7c51faaf983fb207bf861b51fd4ced0d	1	0.172320	0.285410	0.155189	0.735932	0.285410	0.155189
fold_nv_xp_031569757.zip	590c8a560a9df5b18353298a579c662a7c51faaf983fb207bf861b51fd4ced0d	2	0.558486	0.270284	0.141916	0.721302	0.270284	0.141916
fold_nv_xp_031569757.zip	590c8a560a9df5b18353298a579c662a7c51faaf983fb207bf861b51fd4ced0d	3	0.139696	0.274660	0.195623	0.721536	0.274660	0.195623
fold_nv_xp_031569757.zip	590c8a560a9df5b18353298a579c662a7c51faaf983fb207bf861b51fd4ced0d	4	0.108163	0.179407	0.171878	0.717403	0.233061	0.171878
fold_nv_xp_067031528.zip	b48c6b9984a26e69277fadcaa23b2a0a32212ca01ad9902ab9b3a08954a9140b	0	0.537100	0.499673	0.195629	0.537100	0.499673	0.195629
fold_nv_xp_067031528.zip	b48c6b9984a26e69277fadcaa23b2a0a32212ca01ad9902ab9b3a08954a9140b	1	0.114843	0.472643	0.248092	0.410808	0.472643	0.248092
fold_nv_xp_067031528.zip	b48c6b9984a26e69277fadcaa23b2a0a32212ca01ad9902ab9b3a08954a9140b	2	0.208357	0.405098	0.360822	0.765309	0.405098	0.360822
fold_nv_xp_067031528.zip	b48c6b9984a26e69277fadcaa23b2a0a32212ca01ad9902ab9b3a08954a9140b	3	0.162591	0.385922	0.249979	0.603160	0.385922	0.249979
fold_nv_xp_067031528.zip	b48c6b9984a26e69277fadcaa23b2a0a32212ca01ad9902ab9b3a08954a9140b	4	0.365434	0.428485	0.179394	0.728737	0.428485	0.259166
fold_nv_xp_068682682.zip	22f90fe4adb9ced2b4bb7fd723479e97690f9c6b5c62f84914eda1880f3bad54	0	0.194808	0.349787	0.287845	0.425977	0.349787	0.287845
fold_nv_xp_068682682.zip	22f90fe4adb9ced2b4bb7fd723479e97690f9c6b5c62f84914eda1880f3bad54	1	0.773147	0.386435	0.071802	0.773147	0.386435	0.342955
fold_nv_xp_068682682.zip	22f90fe4adb9ced2b4bb7fd723479e97690f9c6b5c62f84914eda1880f3bad54	2	0.122575	0.210780	0.241843	0.765344	0.287297	0.241843
fold_nv_xp_068682682.zip	22f90fe4adb9ced2b4bb7fd723479e97690f9c6b5c62f84914eda1880f3bad54	3	0.776768	0.241417	0.130325	0.776768	0.241417	0.130325
fold_nv_xp_068682682.zip	22f90fe4adb9ced2b4bb7fd723479e97690f9c6b5c62f84914eda1880f3bad54	4	0.775985	0.329371	0.298519	0.775985	0.329371	0.298519
fold_nv_xp_068687146.zip	31a02e77c7ae15b291f6b9f37375f915782f9c0176620e9529f4e77890977bf7	0	0.261307	0.583169	0.314450	0.788072	0.583169	0.314450
fold_nv_xp_068687146.zip	31a02e77c7ae15b291f6b9f37375f915782f9c0176620e9529f4e77890977bf7	1	0.788928	0.594784	0.352423	0.788928	0.594784	0.352423
fold_nv_xp_068687146.zip	31a02e77c7ae15b291f6b9f37375f915782f9c0176620e9529f4e77890977bf7	2	0.196901	0.578974	0.359134	0.792527	0.578974	0.359134
fold_nv_xp_068687146.zip	31a02e77c7ae15b291f6b9f37375f915782f9c0176620e9529f4e77890977bf7	3	0.624527	0.574167	0.209459	0.789907	0.574167	0.293278
fold_nv_xp_068687146.zip	31a02e77c7ae15b291f6b9f37375f915782f9c0176620e9529f4e77890977bf7	4	0.296779	0.308827	0.184476	0.780167	0.308827	0.260552
fold_nv_xp_068731938.zip	a075788c20dabdb9d6895ff58bdc10992be8ab6203477901d40790b3f464e5fe	0	0.753345	0.540341	0.305425	0.753345	0.540341	0.305425
fold_nv_xp_068731938.zip	a075788c20dabdb9d6895ff58bdc10992be8ab6203477901d40790b3f464e5fe	1	0.762816	0.563691	0.274091	0.762816	0.563691	0.274091
fold_nv_xp_068731938.zip	a075788c20dabdb9d6895ff58bdc10992be8ab6203477901d40790b3f464e5fe	2	0.621149	0.548263	0.282793	0.621149	0.548263	0.282793
fold_nv_xp_068731938.zip	a075788c20dabdb9d6895ff58bdc10992be8ab6203477901d40790b3f464e5fe	3	0.760691	0.541656	0.309550	0.760691	0.541656	0.309550
fold_nv_xp_068731938.zip	a075788c20dabdb9d6895ff58bdc10992be8ab6203477901d40790b3f464e5fe	4	0.760668	0.541529	0.311080	0.760668	0.541529	0.311080
fold_nv_xp_068731939.zip	cd981f2457bdfcd6ed24f4ce6cffb6bc0158390d43abc9b5409fe982e4b0ae8e	0	0.668342	0.164173	0.036476	0.668342	0.164173	0.036476
fold_nv_xp_068731939.zip	cd981f2457bdfcd6ed24f4ce6cffb6bc0158390d43abc9b5409fe982e4b0ae8e	1	0.683715	0.192484	0.046733	0.683715	0.192484	0.046733
fold_nv_xp_068731939.zip	cd981f2457bdfcd6ed24f4ce6cffb6bc0158390d43abc9b5409fe982e4b0ae8e	2	0.688263	0.166691	0.029409	0.688263	0.166691	0.029409
fold_nv_xp_068731939.zip	cd981f2457bdfcd6ed24f4ce6cffb6bc0158390d43abc9b5409fe982e4b0ae8e	3	0.680397	0.203203	0.033287	0.680397	0.203203	0.033287
fold_nv_xp_068731939.zip	cd981f2457bdfcd6ed24f4ce6cffb6bc0158390d43abc9b5409fe982e4b0ae8e	4	0.273991	0.183226	0.026837	0.647241	0.183226	0.026837
fold_nv_xp_073248334.zip	cf0fd31715591f70ac0819bbb20173f4fd690990395300e9640c4158e4a7fa4c	0	0.787041	0.061519	0.066402	0.787041	0.061519	0.247858
fold_nv_xp_073248334.zip	cf0fd31715591f70ac0819bbb20173f4fd690990395300e9640c4158e4a7fa4c	1	0.791745	0.353089	0.089125	0.791745	0.353089	0.387878
fold_nv_xp_073248334.zip	cf0fd31715591f70ac0819bbb20173f4fd690990395300e9640c4158e4a7fa4c	2	0.788703	0.498880	0.085724	0.788703	0.498880	0.399374
fold_nv_xp_073248334.zip	cf0fd31715591f70ac0819bbb20173f4fd690990395300e9640c4158e4a7fa4c	3	0.783813	0.436443	0.125462	0.783813	0.436443	0.404083
fold_nv_xp_073248334.zip	cf0fd31715591f70ac0819bbb20173f4fd690990395300e9640c4158e4a7fa4c	4	0.786904	0.502953	0.458092	0.786904	0.502953	0.458092
fold_nv_kak3739735.zip	e2a31134354a0474fa9d25932d12acd652fe5a329fb61e584aac2bb7c3ae062d	0	0.000000	0.113746	0.018524	0.000000	0.211873	0.040349
fold_nv_kak3739735.zip	e2a31134354a0474fa9d25932d12acd652fe5a329fb61e584aac2bb7c3ae062d	1	0.000000	0.147501	0.024532	0.000000	0.217512	0.040666
fold_nv_kak3739735.zip	e2a31134354a0474fa9d25932d12acd652fe5a329fb61e584aac2bb7c3ae062d	2	0.000000	0.186321	0.016866	0.000000	0.186321	0.037131
fold_nv_kak3739735.zip	e2a31134354a0474fa9d25932d12acd652fe5a329fb61e584aac2bb7c3ae062d	3	0.000000	0.133624	0.016362	0.000000	0.209112	0.036921
fold_nv_kak3739735.zip	e2a31134354a0474fa9d25932d12acd652fe5a329fb61e584aac2bb7c3ae062d	4	0.000000	0.186884	0.018591	0.000000	0.186884	0.039743
fold_nv_xp_020614060.zip	f0daee8d258dfff89c5a8c9244548f3baa22791ac6428f14dceb7ba89605f663	0	0.348126	0.308213	0.066786	0.755744	0.308213	0.247052
fold_nv_xp_020614060.zip	f0daee8d258dfff89c5a8c9244548f3baa22791ac6428f14dceb7ba89605f663	1	0.160940	0.081965	0.223636	0.748353	0.322945	0.223636
fold_nv_xp_020614060.zip	f0daee8d258dfff89c5a8c9244548f3baa22791ac6428f14dceb7ba89605f663	2	0.248839	0.308419	0.328190	0.749050	0.308419	0.328190
fold_nv_xp_020614060.zip	f0daee8d258dfff89c5a8c9244548f3baa22791ac6428f14dceb7ba89605f663	3	0.744727	0.284058	0.240721	0.744727	0.284058	0.283051
fold_nv_xp_020614060.zip	f0daee8d258dfff89c5a8c9244548f3baa22791ac6428f14dceb7ba89605f663	4	0.742424	0.268899	0.346164	0.742424	0.268899	0.346164
fold_nv_xp_029214161.zip	5dca5741c7a6756d42bb0cbb5e96a7c3eb40b77ef87d8ced76e667d2b2142b6d	0	0.123191	0.245120	0.010510	0.573013	0.245120	0.010510
fold_nv_xp_029214161.zip	5dca5741c7a6756d42bb0cbb5e96a7c3eb40b77ef87d8ced76e667d2b2142b6d	1	0.102391	0.058433	0.000000	0.571835	0.058433	0.000000
fold_nv_xp_029214161.zip	5dca5741c7a6756d42bb0cbb5e96a7c3eb40b77ef87d8ced76e667d2b2142b6d	2	0.088206	0.065482	0.000000	0.551640	0.065482	0.000000
fold_nv_xp_029214161.zip	5dca5741c7a6756d42bb0cbb5e96a7c3eb40b77ef87d8ced76e667d2b2142b6d	3	0.234938	0.183149	0.000000	0.593162	0.183149	0.000000
fold_nv_xp_029214161.zip	5dca5741c7a6756d42bb0cbb5e96a7c3eb40b77ef87d8ced76e667d2b2142b6d	4	0.109943	0.010353	0.013133	0.570725	0.010353	0.013992
fold_nv_xp_068687149.zip	fb95a768941c3b2be1e09273df4166d2f92ec7ee5aec3d2daeb60f437026c071	0	0.118566	0.138138	0.009800	0.629751	0.138138	0.009800
fold_nv_xp_068687149.zip	fb95a768941c3b2be1e09273df4166d2f92ec7ee5aec3d2daeb60f437026c071	1	0.131518	0.047653	0.009457	0.640289	0.047653	0.009457
fold_nv_xp_068687149.zip	fb95a768941c3b2be1e09273df4166d2f92ec7ee5aec3d2daeb60f437026c071	2	0.292386	0.315216	0.010446	0.657141	0.315216	0.010446
fold_nv_xp_068687149.zip	fb95a768941c3b2be1e09273df4166d2f92ec7ee5aec3d2daeb60f437026c071	3	0.150447	0.009364	0.010006	0.657963	0.000000	0.012236
fold_nv_xp_068687149.zip	fb95a768941c3b2be1e09273df4166d2f92ec7ee5aec3d2daeb60f437026c071	4	0.387009	0.297028	0.011499	0.596272	0.297028	0.011499
fold_nv_xp_068704788.zip	beb89e40cf0848a2dc698636a9f293955885030a9b6196ce8596c455fbea5aea	0	0.072848	0.018972	0.013924	0.072848	0.018972	0.014255
fold_nv_xp_068704788.zip	beb89e40cf0848a2dc698636a9f293955885030a9b6196ce8596c455fbea5aea	1	0.070993	0.019471	0.020481	0.070993	0.019964	0.020481
fold_nv_xp_068704788.zip	beb89e40cf0848a2dc698636a9f293955885030a9b6196ce8596c455fbea5aea	2	0.068783	0.020609	0.020419	0.068783	0.021209	0.020419
fold_nv_xp_068704788.zip	beb89e40cf0848a2dc698636a9f293955885030a9b6196ce8596c455fbea5aea	3	0.057889	0.023074	0.009272	0.138901	0.030849	0.009918
fold_nv_xp_068704788.zip	beb89e40cf0848a2dc698636a9f293955885030a9b6196ce8596c455fbea5aea	4	0.040638	0.017913	0.009156	0.128427	0.026209	0.009666
fold_nv_xp_073234456.zip	d58d5aa71345de2247e7b526171b50066f453b02c5367c3cb2a7cb2a38ca65cd	0	0.396854	0.100464	0.024362	0.396854	0.100464	0.024362
fold_nv_xp_073234456.zip	d58d5aa71345de2247e7b526171b50066f453b02c5367c3cb2a7cb2a38ca65cd	1	0.129860	0.044558	0.023219	0.393470	0.044558	0.025417
fold_nv_xp_073234456.zip	d58d5aa71345de2247e7b526171b50066f453b02c5367c3cb2a7cb2a38ca65cd	2	0.097900	0.090473	0.023133	0.317362	0.090473	0.023905
fold_nv_xp_073234456.zip	d58d5aa71345de2247e7b526171b50066f453b02c5367c3cb2a7cb2a38ca65cd	3	0.088948	0.018102	0.022807	0.217154	0.023160	0.025997
fold_nv_xp_073234456.zip	d58d5aa71345de2247e7b526171b50066f453b02c5367c3cb2a7cb2a38ca65cd	4	0.146254	0.012834	0.021477	0.192531	0.013118	0.025662
fold_nv_cab3997549.zip	944a2563cdfb42a6c9a56a4c713b56487db12ba6a1c1204858cc921d0a5a1fda	0	0.216640	0.295766	0.266557	0.748898	0.295766	0.266557
fold_nv_cab3997549.zip	944a2563cdfb42a6c9a56a4c713b56487db12ba6a1c1204858cc921d0a5a1fda	1	0.145115	0.281047	0.221888	0.750123	0.281047	0.221888
fold_nv_cab3997549.zip	944a2563cdfb42a6c9a56a4c713b56487db12ba6a1c1204858cc921d0a5a1fda	2	0.188680	0.278102	0.057598	0.743711	0.278102	0.057598
fold_nv_cab3997549.zip	944a2563cdfb42a6c9a56a4c713b56487db12ba6a1c1204858cc921d0a5a1fda	3	0.107158	0.246864	0.162491	0.746436	0.246864	0.162491
fold_nv_cab3997549.zip	944a2563cdfb42a6c9a56a4c713b56487db12ba6a1c1204858cc921d0a5a1fda	4	0.089310	0.262612	0.290166	0.728034	0.262612	0.290166
fold_nv_cah3198638.zip	72fa20d62b35f81f9fdcada86f992e8765ea14e246fa0a907d27dfcdda089460	0	0.185868	0.278389	0.291373	0.743011	0.278389	0.291373
fold_nv_cah3198638.zip	72fa20d62b35f81f9fdcada86f992e8765ea14e246fa0a907d27dfcdda089460	1	0.556328	0.288746	0.221490	0.715956	0.288746	0.221490
fold_nv_cah3198638.zip	72fa20d62b35f81f9fdcada86f992e8765ea14e246fa0a907d27dfcdda089460	2	0.165638	0.286958	0.242909	0.709718	0.286958	0.242909
fold_nv_cah3198638.zip	72fa20d62b35f81f9fdcada86f992e8765ea14e246fa0a907d27dfcdda089460	3	0.136943	0.291822	0.263197	0.717783	0.291822	0.263197
fold_nv_cah3198638.zip	72fa20d62b35f81f9fdcada86f992e8765ea14e246fa0a907d27dfcdda089460	4	0.082070	0.248353	0.209612	0.664567	0.248353	0.209612
fold_nv_kak2566512.zip	838cb277635821e27acb862f50e139feb858baf73c20ca85494afcf0e16be99a	0	0.200603	0.010547	0.013107	0.505382	0.010547	0.013107
fold_nv_kak2566512.zip	838cb277635821e27acb862f50e139feb858baf73c20ca85494afcf0e16be99a	1	0.075492	0.018175	0.009021	0.469302	0.019248	0.009101
fold_nv_kak2566512.zip	838cb277635821e27acb862f50e139feb858baf73c20ca85494afcf0e16be99a	2	0.108838	0.009574	0.011949	0.336456	0.009574	0.011949
fold_nv_kak2566512.zip	838cb277635821e27acb862f50e139feb858baf73c20ca85494afcf0e16be99a	3	0.095017	0.026633	0.009028	0.512843	0.036207	0.009109
fold_nv_kak2566512.zip	838cb277635821e27acb862f50e139feb858baf73c20ca85494afcf0e16be99a	4	0.060732	0.010320	0.011958	0.530348	0.010320	0.011958
fold_nv_xp_029214161.zip	ee867a4ae781782ec446ee1538ddd272ba467ef15cc980e0e0cfe74cd78ea3fe	0	0.160824	0.344590	0.249079	0.738036	0.344590	0.249079
fold_nv_xp_029214161.zip	ee867a4ae781782ec446ee1538ddd272ba467ef15cc980e0e0cfe74cd78ea3fe	1	0.103936	0.336900	0.208259	0.736604	0.336900	0.208259
fold_nv_xp_029214161.zip	ee867a4ae781782ec446ee1538ddd272ba467ef15cc980e0e0cfe74cd78ea3fe	2	0.088023	0.338736	0.227429	0.711758	0.338736	0.227429
fold_nv_xp_029214161.zip	ee867a4ae781782ec446ee1538ddd272ba467ef15cc980e0e0cfe74cd78ea3fe	3	0.195020	0.333050	0.205178	0.725071	0.333050	0.205178
fold_nv_xp_029214161.zip	ee867a4ae781782ec446ee1538ddd272ba467ef15cc980e0e0cfe74cd78ea3fe	4	0.489260	0.315920	0.156980	0.728360	0.315920	0.156980
fold_nv_cah3028528.zip	4fe48404e53456ed7d90b02334e79999d52ac3d4a5fd14fa9eb310ac54d3426f	0	0.751716	0.136350	0.056422	0.751716	0.136350	0.307437
fold_nv_cah3028528.zip	4fe48404e53456ed7d90b02334e79999d52ac3d4a5fd14fa9eb310ac54d3426f	1	0.215009	0.257012	0.269170	0.745767	0.257012	0.269170
fold_nv_cah3028528.zip	4fe48404e53456ed7d90b02334e79999d52ac3d4a5fd14fa9eb310ac54d3426f	2	0.744563	0.048432	0.018419	0.744563	0.053674	0.028374
fold_nv_cah3028528.zip	4fe48404e53456ed7d90b02334e79999d52ac3d4a5fd14fa9eb310ac54d3426f	3	0.138170	0.342685	0.053354	0.726757	0.342685	0.060809
